id_carrera,neumatico,vueltas_uso,tiempo_pitstop_s,temp_pista_c,podio
R2026-00596,Duro,17,4.57,50.4,0
R2026-00597,Lluvia,7,4.49,20.8,0
R2026-00598,Duro,26,2.24,33.4,1
R2026-00599,Blando,39,4.34,34.7,0
R2026-00600,Lluvia,41,4.79,41.7,1
R2026-00601,Lluvia,1,60.29,14.4,0
R2026-00602,Medio,14,4.15,16.4,0
R2026-00603,Duro,44,2.35,21.0,0
R2026-00604,Blando,13,2.25,42.8,1
R2026-00605,Blando,32,6.42,41.6,0
R2026-00606,Lluvia,16,3.13,31.5,0
R2026-00607,Blando,11,,33.6,0
R2026-00608,Medio,33,4.5,51.3,1
R2026-00609,Lluvia,13,5.35,34.9,0
R2026-00610,Medio,42,4.28,51.3,0
R2026-00611,Medio,4,4.68,46.5,1
R2026-00612,Medio,37,6.45,21.0,1
R2026-00613,Blando,37,4.39,47.6,1
R2026-00614,Blando,38,2.83,17.5,0
R2026-00615,,42,,15.6,0
R2026-00616,Blando,-4,3.68,39.1,1
R2026-00617,Medio,27,6.42,27.6,0
R2026-00618,Blando,16,80.2,31.6,0
R2026-00619,Lluvia,41,2.29,22.3,1
R2026-00620,Duro,26,4.2,33.7,1
R2026-00621,Duro,44,2.68,14.9,0
R2026-00622,Duro,10,4.01,22.5,0
R2026-00623,Blando,25,2.41,18.4,0
R2026-00624,Duro,10,2.82,23.9,0
R2026-00625,Blando,35,5.95,35.0,1
R2026-00626,Lluvia,6,4.43,32.4,0
R2026-00627,Lluvia,20,5.04,46.6,1
R2026-00628,Blando,27,2.58,42.9,0
R2026-00629,Medio,26,3.69,47.0,1
R2026-00630,Duro,1,3.06,23.7,0
R2026-00631,,16,5.18,48.5,1
R2026-00632,Lluvia,14,2.92,32.4,0
R2026-00633,Medio,28,5.43,15.0,1
R2026-00634,Duro,30,5.05,47.9,1
R2026-00635,Duro,-4,2.44,20.8,1
R2026-00636,Lluvia,34,3.65,14.7,1
R2026-00637,Duro,6,6.02,47.3,0
R2026-00638,Lluvia,40,4.37,42.5,1
R2026-00639,Duro,45,3.13,20.4,0
R2026-00640,Medio,30,6.19,45.4,1
R2026-00641,Blando,28,3.19,42.3,1
R2026-00642,Blando,40,52.4,51.4,1
R2026-00643,Blando,2,2.68,15.6,1
R2026-00644,Medio,7,2.85,52.0,0
R2026-00645,Lluvia,3,5.05,21.0,0
R2026-00646,Medio,5,3.51,18.6,1
R2026-00647,Lluvia,-11,4.13,36.1,1
R2026-00648,Medio,-5,5.84,50.8,0
R2026-00649,Medio,12,5.04,24.8,0
R2026-00650,Blando,18,5.6,33.8,1
R2026-00651,Lluvia,7,,29.0,0
R2026-00652,Blando,41,3.88,54.7,1
R2026-00653,,36,2.41,45.4,1
R2026-00654,Blando,21,3.11,30.4,1
R2026-00655,Duro,10,3.32,43.4,0
R2026-00656,Blando,6,3.88,47.9,0
R2026-00657,Medio,12,3.56,20.7,0
R2026-00658,Lluvia,33,2.17,16.3,1
R2026-00659,Medio,41,4.13,14.4,0
R2026-00660,Blando,41,5.84,44.4,1
R2026-00661,Medio,28,6.01,53.4,1
R2026-00662,Medio,19,3.4,54.5,1
R2026-00663,Lluvia,26,5.96,15.7,1
R2026-00664,Blando,13,3.85,16.9,0
R2026-00665,Blando,32,3.92,17.6,1
R2026-00666,Duro,33,NaN,30.5,0
R2026-00667,Duro,41,3.95,21.0,0
R2026-00668,Blando,3,2.58,27.6,1
R2026-00669,Duro,-9,5.33,52.2,1
R2026-00670,Medio,28,5.93,36.6,1
R2026-00671,Medio,31,5.54,,0
R2026-00672,Medio,31,4.93,52.1,1
R2026-00673,Blando,18,3.81,43.2,1
R2026-00674,Duro,23,4.61,32.8,1
R2026-00675,Duro,29,4.29,28.0,1
R2026-00676,Blando,3,2.77,33.5,0
R2026-00677,Medio,10,5.58,23.8,1
R2026-00678,Lluvia,4,3.35,16.8,1
R2026-00679,Duro,38,NaN,35.2,0
R2026-00680,Duro,25,4.7,14.2,0
R2026-00681,Blando,42,6.02,15.1,1
R2026-00682,Duro,25,2.98,42.3,0
R2026-00683,Duro,5,2.75,35.8,1
R2026-00684,Duro,26,6.04,44.6,0
R2026-00685,Duro,39,4.26,54.4,1
R2026-00686,Duro,23,4.63,47.7,1
R2026-00687,Duro,32,2.14,17.2,0
R2026-00688,Medio,40,4.25,34.3,0
R2026-00689,Lluvia,40,5.67,33.1,1
R2026-00690,Duro,11,5.73,53.5,1
R2026-00691,Blando,15,3.39,43.4,0
R2026-00692,Blando,3,6.27,35.9,1
R2026-00693,Medio,11,2.15,30.3,0
R2026-00694,Medio,6,2.29,24.3,0
R2026-00695,Medio,45,2.34,22.9,0
R2026-00696,Medio,41,5.23,36.5,0
R2026-00697,Blando,44,3.98,31.9,0
R2026-00698,Medio,20,3.35,35.3,1
R2026-00699,Duro,2,2.3,46.1,1
R2026-00700,Medio,19,5.6,39.4,0
R2026-00701,Lluvia,12,5.01,28.5,0
R2026-00702,Blando,10,2.42,48.0,0
R2026-00703,Duro,32,NaN,38.4,1
R2026-00704,Medio,14,2.59,25.3,0
R2026-00705,Lluvia,29,6.23,47.9,0
R2026-00706,Medio,,4.73,41.4,1
R2026-00707,Blando,14,4.47,29.7,1
R2026-00708,Duro,42,4.63,31.2,0
R2026-00709,Blando,36,4.79,16.5,0
R2026-00710,Blando,26,3.77,15.2,1
R2026-00711,Lluvia,26,3.57,46.1,1
R2026-00712,Blando,24,4.89,39.1,1
R2026-00713,Duro,43,5.88,54.0,0
R2026-00714,Blando,7,3.53,44.7,1
R2026-00715,Blando,34,2.44,33.0,1
R2026-00716,Duro,12,5.56,43.2,1
R2026-00717,Duro,39,2.76,37.2,0
R2026-00718,Blando,39,3.09,54.1,1
R2026-00719,Lluvia,40,93.78,54.3,1
R2026-00720,Lluvia,35,5.64,25.8,1
R2026-00721,Lluvia,11,4.16,44.1,0
R2026-00722,Lluvia,18,5.45,44.9,0
R2026-00723,Duro,NaN,2.66,NaN,1
R2026-00724,Duro,38,4.94,36.6,1
R2026-00725,Medio,30,5.79,51.1,1
R2026-00726,Lluvia,31,5.56,23.5,1
R2026-00727,Duro,15,3.28,23.9,1
R2026-00728,Lluvia,12,5.65,43.7,1
R2026-00729,Medio,42,2.81,14.4,0
R2026-00730,Duro,35,4.24,44.1,1
R2026-00731,Lluvia,17,4.65,40.9,1
R2026-00732,Lluvia,19,5.61,32.1,1
R2026-00733,Medio,-13,3.13,51.5,0
R2026-00734,Blando,-13,5.7,19.2,0
R2026-00735,Duro,23,4.15,18.2,0
R2026-00736,Lluvia,5,6.27,NaN,0
R2026-00737,Duro,22,2.86,22.7,1
R2026-00738,Duro,36,4.12,51.5,1
R2026-00739,Lluvia,9,3.5,26.2,1
R2026-00740,Medio,12,6.35,22.4,1
R2026-00741,Blando,40,5.27,47.2,0
R2026-00742,Medio,19,4.93,54.7,0
R2026-00743,,16,4.54,31.6,0
R2026-00744,Duro,37,3.11,31.0,1
R2026-00745,Medio,2,4.25,28.6,0
R2026-00746,Medio,31,4.35,42.0,1
R2026-00747,Blando,26,3.26,22.5,1
R2026-00748,Medio,21,2.57,33.0,0
R2026-00749,Medio,22,6.47,48.8,0
R2026-00750,Lluvia,5,2.85,32.2,1
R2026-00751,Lluvia,20,4.65,38.6,1
R2026-00752,Duro,10,4.59,29.0,1
R2026-00753,Lluvia,24,3.18,33.6,0
R2026-00754,Medio,14,4.79,36.6,1
R2026-00755,Duro,7,5.84,34.3,1
R2026-00756,Lluvia,7,5.13,34.0,0
R2026-00757,Lluvia,37,103.33,39.0,1
R2026-00758,Lluvia,39,2.46,21.5,0
R2026-00759,Lluvia,22,4.96,45.6,0
R2026-00760,Medio,9,4.65,43.6,1
R2026-00761,Duro,35,6.25,43.5,0
R2026-00762,Medio,14,2.61,51.3,0
R2026-00763,Lluvia,,4.82,26.0,0
R2026-00764,Blando,5,3.96,30.3,1
R2026-00765,Duro,41,5.13,26.8,0
R2026-00766,Lluvia,8,4.92,42.2,1
R2026-00767,Lluvia,37,5.21,28.7,0
R2026-00768,Duro,NaN,5.99,36.9,0
R2026-00769,,11,5.13,33.5,1
R2026-00770,Lluvia,18,3.11,42.1,1
R2026-00771,Blando,36,4.44,17.4,1
R2026-00772,Blando,,5.46,47.4,0
R2026-00773,Duro,-12,5.42,54.4,1
R2026-00774,,24,6.19,21.8,0
R2026-00775,Blando,31,3.68,49.9,1
R2026-00776,Blando,7,5.43,46.0,1
R2026-00777,Medio,21,2.68,19.4,1
R2026-00778,Blando,7,5.19,23.2,0
R2026-00779,Blando,39,5.31,51.8,1
R2026-00780,Blando,20,4.45,52.7,1
R2026-00781,Duro,35,4.22,19.5,1
R2026-00782,Lluvia,14,4.08,52.7,0
R2026-00783,Lluvia,20,2.79,39.3,0
R2026-00784,Blando,5,2.19,47.4,0
R2026-00785,Lluvia,33,4.85,54.0,0
R2026-00786,Duro,41,2.27,22.5,1
R2026-00787,Lluvia,43,2.38,31.5,1
R2026-00788,Medio,32,3.7,26.8,0
R2026-00789,Blando,26,2.63,46.4,1
R2026-00790,Lluvia,26,,18.2,0
R2026-00791,Medio,34,3.0,50.6,1
R2026-00792,Blando,5,2.77,32.7,1
R2026-00793,Blando,27,4.65,25.9,1
R2026-00794,Blando,26,2.13,52.2,1
R2026-00795,Duro,40,3.46,34.3,0
R2026-00796,Blando,40,5.28,38.8,0
R2026-00797,Medio,42,3.52,36.9,0
R2026-00798,Lluvia,15,4.93,19.8,1
R2026-00799,Blando,41,3.98,41.5,1
R2026-00800,Blando,36,2.72,27.5,1
R2026-00801,Blando,43,5.37,32.7,0
R2026-00802,Blando,1,5.51,25.6,1
R2026-00803,Duro,2,5.99,18.4,0
R2026-00804,Lluvia,NaN,3.17,26.6,1
R2026-00805,Duro,39,2.27,46.1,0
R2026-00806,Duro,26,2.41,34.0,1
R2026-00807,Medio,6,4.64,34.0,0
R2026-00808,Medio,44,3.62,25.6,1
R2026-00809,Duro,30,2.33,,1
R2026-00810,Duro,5,,53.8,0
R2026-00811,Medio,41,,,1
R2026-00812,Medio,,3.23,23.9,0
R2026-00813,Lluvia,39,4.01,41.6,0
R2026-00814,Medio,10,2.42,39.0,0
R2026-00815,Medio,6,4.66,38.9,0
R2026-00816,Lluvia,6,4.89,28.1,0
R2026-00817,Blando,23,4.42,52.7,1
R2026-00818,Blando,39,6.19,27.6,0
R2026-00819,Duro,36,3.21,40.3,1
R2026-00820,Medio,18,3.98,15.2,0
R2026-00821,Lluvia,16,5.26,42.6,0
R2026-00822,Blando,33,NaN,,1
R2026-00823,Blando,31,5.02,46.1,1
R2026-00824,Blando,-11,NaN,16.0,1
R2026-00825,Medio,41,4.13,40.0,0
R2026-00826,Blando,3,3.47,31.0,1
R2026-00827,Duro,39,3.95,20.3,1
R2026-00828,Duro,31,6.24,47.9,0
R2026-00829,Lluvia,8,3.01,30.3,1
R2026-00830,Medio,24,6.41,51.0,1
R2026-00831,Lluvia,17,3.85,52.6,1
R2026-00832,Medio,16,2.8,52.9,0
R2026-00833,Blando,31,6.0,36.0,1
R2026-00834,Blando,36,6.37,26.2,0
R2026-00835,Medio,25,5.21,41.0,0
R2026-00836,Duro,6,2.47,43.9,1
R2026-00837,Medio,8,NaN,49.7,1
R2026-00838,Lluvia,30,2.71,30.7,1
R2026-00839,Medio,15,3.74,NaN,1
R2026-00840,Medio,36,4.74,52.2,0
R2026-00841,Lluvia,7,6.44,49.8,0
R2026-00842,Blando,NaN,3.28,40.8,0
R2026-00843,Duro,35,,40.5,0
R2026-00844,Duro,4,5.04,23.9,1
R2026-00845,Lluvia,21,4.78,18.8,1
R2026-00846,Blando,26,3.95,41.6,1
R2026-00847,Duro,6,6.44,51.0,1
R2026-00848,Blando,25,114.69,39.4,0
R2026-00849,Blando,37,5.64,25.7,1
R2026-00850,Blando,14,6.27,41.6,0
R2026-00851,Lluvia,28,3.86,26.5,0
R2026-00852,Duro,5,4.16,47.2,1
R2026-00853,Blando,10,2.87,43.5,1
R2026-00854,Lluvia,8,3.57,32.9,1
R2026-00855,Blando,22,2.74,51.5,1
R2026-00856,Lluvia,37,4.34,47.4,1
R2026-00857,Blando,43,4.93,52.2,0
R2026-00858,Blando,17,2.37,50.8,0
R2026-00859,Lluvia,11,4.35,29.7,0
R2026-00860,Blando,8,3.63,31.1,0
R2026-00861,Blando,-4,5.34,47.2,0
R2026-00862,Medio,38,4.43,46.5,0
R2026-00863,Lluvia,43,5.47,22.9,1
R2026-00864,Duro,4,3.83,49.2,1
R2026-00865,Lluvia,13,2.13,52.2,1
R2026-00866,Blando,37,2.92,45.4,0
R2026-00867,Blando,35,4.32,33.0,1
R2026-00868,Duro,10,5.84,32.3,0
R2026-00869,,44,NaN,16.0,0
R2026-00870,Blando,25,3.2,44.6,0
R2026-00871,Medio,34,6.08,50.7,1
R2026-00872,Duro,10,4.31,54.5,0
R2026-00873,Medio,23,3.89,22.2,0
R2026-00874,Duro,NaN,,30.2,1
R2026-00875,Medio,31,5.02,49.4,0
R2026-00876,Blando,16,2.28,29.4,1
R2026-00877,Lluvia,9,3.82,41.6,0
R2026-00878,Duro,32,6.47,27.9,0
R2026-00879,Duro,18,2.95,49.5,0
R2026-00880,Medio,31,3.45,46.8,0
R2026-00881,Blando,7,6.17,46.5,0
R2026-00882,Duro,19,4.96,19.5,1
R2026-00883,Duro,,2.44,39.6,0
R2026-00884,Blando,27,2.56,17.3,0
R2026-00885,Duro,15,4.62,25.5,0
R2026-00886,Blando,9,5.37,48.1,0
R2026-00887,Blando,1,2.32,52.9,1
R2026-00888,Medio,16,2.57,54.4,0
R2026-00889,Duro,35,5.08,27.0,1
R2026-00890,Blando,10,5.86,36.8,0
R2026-00891,Duro,12,6.44,20.4,0
R2026-00892,Duro,10,,48.0,1
R2026-00893,Lluvia,33,2.22,50.1,0
R2026-00894,Blando,24,,21.1,1
R2026-00895,Duro,11,5.29,32.3,1
R2026-00896,Duro,7,2.31,34.2,1
R2026-00897,Duro,43,5.84,24.6,0
R2026-00898,Lluvia,31,2.53,14.8,0
R2026-00899,Medio,24,3.05,48.7,0
R2026-00900,Lluvia,-10,3.85,25.8,1
R2026-00901,Lluvia,27,5.3,50.1,0
R2026-00902,Medio,11,2.52,51.7,0
R2026-00903,Lluvia,29,3.61,27.7,0
R2026-00904,Blando,20,4.96,,0
R2026-00905,Blando,19,6.06,25.8,0
R2026-00906,Lluvia,34,2.18,21.4,0
R2026-00907,Blando,36,,14.7,0
R2026-00908,Medio,36,4.72,44.7,0
R2026-00909,,7,3.19,33.3,1
R2026-00910,Blando,40,2.56,41.4,0
R2026-00911,Duro,26,5.23,37.6,0
R2026-00912,Blando,12,5.89,36.8,1
R2026-00913,Medio,40,4.88,53.6,0
R2026-00914,Duro,11,4.68,42.0,1
R2026-00915,Medio,34,6.14,42.7,1
R2026-00916,Medio,38,6.32,24.5,0
R2026-00917,,39,6.08,46.6,1
R2026-00918,Lluvia,41,3.25,29.4,1
R2026-00919,Duro,3,2.16,47.2,0
R2026-00920,Blando,3,6.01,41.9,1
R2026-00921,Medio,37,2.56,18.7,0
R2026-00922,Medio,6,2.63,46.1,1
R2026-00923,Medio,21,4.36,41.7,1
R2026-00924,Lluvia,12,6.23,41.3,0
R2026-00925,Blando,24,5.21,49.5,1
R2026-00926,Medio,3,4.38,29.6,1
R2026-00927,Medio,28,4.89,54.0,1
R2026-00928,Lluvia,43,6.06,24.0,0
R2026-00929,Medio,19,4.31,50.3,0
R2026-00930,Blando,15,3.17,48.2,0
R2026-00931,Medio,14,NaN,44.1,1
R2026-00932,Duro,39,3.73,21.4,1
R2026-00933,Blando,11,6.44,52.1,0
R2026-00934,Blando,27,2.56,15.6,1
R2026-00935,Lluvia,-8,3.24,14.2,1
R2026-00936,Duro,18,3.22,38.1,1
R2026-00937,Duro,NaN,5.92,27.6,0
R2026-00938,Lluvia,7,5.09,26.9,1
R2026-00939,Medio,45,3.48,48.5,0
R2026-00940,Blando,NaN,6.06,52.0,0
R2026-00941,Duro,6,2.59,15.4,1
R2026-00942,Duro,24,4.21,47.9,0
R2026-00943,Lluvia,10,3.5,48.2,0
R2026-00944,Medio,12,5.1,50.2,0
R2026-00945,Duro,37,2.56,32.9,0
R2026-00946,Duro,32,6.14,NaN,0
R2026-00947,Duro,37,4.26,52.1,1
R2026-00948,Duro,14,3.61,30.1,1
R2026-00949,Duro,34,2.13,33.7,1
R2026-00950,Medio,6,3.14,33.1,1
R2026-00951,Medio,19,4.19,42.7,1
R2026-00952,Blando,10,4.58,17.6,0
R2026-00953,Lluvia,18,5.01,21.1,1
R2026-00954,Duro,35,79.91,42.6,1
R2026-00955,Duro,27,4.89,25.1,1
R2026-00956,Blando,2,5.14,34.7,0
R2026-00957,,20,4.33,52.5,1
R2026-00958,Medio,36,3.37,29.2,0
R2026-00959,,14,3.13,15.5,1
R2026-00960,Blando,29,83.03,31.8,1
R2026-00961,Lluvia,31,3.01,50.1,1
R2026-00962,Duro,14,4.19,31.4,1
R2026-00963,Blando,26,4.52,48.5,0
R2026-00964,Blando,7,2.94,49.8,0
R2026-00965,Medio,9,2.13,46.4,0
R2026-00966,Medio,13,4.04,38.7,1
R2026-00967,Lluvia,20,3.67,15.1,1
R2026-00968,Duro,41,NaN,14.2,0
R2026-00969,,30,4.36,48.7,1
R2026-00970,Medio,,2.35,37.1,1
R2026-00971,Blando,4,4.86,44.9,1
R2026-00972,Lluvia,40,4.68,29.1,1
R2026-00973,Blando,42,4.67,19.0,0
R2026-00974,Medio,3,2.54,40.6,0
R2026-00975,Lluvia,41,4.95,52.7,0
R2026-00976,Lluvia,28,2.88,18.6,0
R2026-00977,Blando,NaN,2.31,42.5,0
R2026-00978,Blando,4,4.97,38.6,0
R2026-00979,Lluvia,26,3.47,31.7,1
R2026-00980,Duro,27,4.21,NaN,1
R2026-00981,Blando,25,2.72,47.6,0
R2026-00982,Duro,33,5.37,39.3,1
R2026-00983,Lluvia,15,3.47,14.5,1
R2026-00984,Duro,35,3.32,26.4,0
R2026-00985,Blando,36,3.46,48.1,1
R2026-00986,Blando,19,4.69,32.8,0
R2026-00987,Medio,2,5.19,28.7,0
R2026-00988,Lluvia,42,2.47,39.3,1
R2026-00989,Medio,3,3.66,24.5,0
R2026-00990,Medio,9,2.98,23.3,0
R2026-00991,Duro,12,3.91,34.6,0
R2026-00992,Duro,31,5.07,34.8,0
R2026-00993,Lluvia,31,4.62,41.8,1
R2026-00994,Duro,16,3.46,49.9,0
R2026-00995,Blando,4,2.84,25.4,1
R2026-00996,Blando,31,6.14,37.1,1
R2026-00997,Duro,18,4.02,38.4,0
R2026-00998,Medio,27,5.42,41.6,1
R2026-00999,Duro,30,4.99,23.1,1
R2026-01000,Duro,43,4.38,29.8,1
R2026-01001,Lluvia,,4.1,21.6,1
R2026-01002,Blando,4,2.12,14.7,0
R2026-01003,,7,5.67,49.3,0
R2026-01004,Medio,27,2.89,29.3,1
R2026-01005,Lluvia,7,4.55,45.9,1
R2026-01006,Duro,36,5.65,38.0,1
R2026-01007,Duro,39,3.38,53.5,0
R2026-01008,Duro,19,3.75,31.8,0
R2026-01009,Blando,29,3.14,41.3,0
R2026-01010,Medio,17,4.59,52.3,1
R2026-01011,Duro,11,4.68,37.7,1
R2026-01012,Medio,23,6.46,44.4,1
R2026-01013,Blando,37,6.5,25.0,0
R2026-01014,Medio,3,5.67,53.4,1
R2026-01015,Blando,28,3.36,24.1,0
R2026-01016,Blando,16,3.72,31.8,0
R2026-01017,Medio,4,2.6,17.6,0
R2026-01018,Lluvia,30,6.15,31.8,0
R2026-01019,Medio,NaN,3.5,33.4,0
R2026-01020,Medio,14,6.45,46.6,0
R2026-01021,Lluvia,6,3.67,16.0,0
R2026-01022,Lluvia,34,3.56,14.1,1
R2026-01023,Blando,6,2.62,40.2,0
R2026-01024,Lluvia,11,6.47,50.8,0
R2026-01025,Duro,8,5.91,16.2,1
R2026-01026,Duro,8,5.7,27.5,1
R2026-01027,Duro,15,3.26,30.5,1
R2026-01028,Duro,38,2.29,29.4,1
R2026-01029,Duro,28,2.63,24.0,0
R2026-01030,Blando,35,3.75,33.9,0
R2026-01031,Lluvia,7,3.32,33.9,0
R2026-01032,Blando,35,NaN,32.3,1
R2026-01033,Blando,4,6.27,15.5,1
R2026-01034,Medio,41,5.28,50.0,0
R2026-01035,Lluvia,38,3.8,31.2,1
R2026-01036,Lluvia,,5.21,22.5,1
R2026-01037,Medio,2,2.57,37.6,0
R2026-01038,Lluvia,44,,47.2,1
R2026-01039,Lluvia,29,4.51,28.8,0
R2026-01040,Medio,7,3.7,40.9,1
R2026-01041,Blando,31,2.54,40.1,0
R2026-01042,Blando,41,5.94,48.1,0
R2026-01043,Medio,,4.47,22.9,1
R2026-01044,Blando,-8,6.49,25.2,0
R2026-01045,Lluvia,30,76.55,32.8,0
R2026-01046,Lluvia,8,2.79,37.0,1
R2026-01047,Medio,33,4.5,50.4,0
R2026-01048,Medio,23,4.32,45.5,1
R2026-01049,Duro,13,2.14,29.0,1
R2026-01050,Duro,39,4.2,28.7,0
R2026-01051,Lluvia,12,5.39,29.7,1
R2026-01052,Lluvia,38,3.06,38.9,0
R2026-01053,Blando,40,6.44,21.0,0
R2026-01054,Medio,35,4.41,46.2,0
R2026-01055,Medio,-5,5.03,48.6,0
R2026-01056,Medio,32,2.8,29.3,1
R2026-01057,Medio,3,5.72,28.9,0
R2026-01058,Blando,3,5.9,24.5,0
R2026-01059,Lluvia,20,2.87,45.9,1
R2026-01060,Duro,1,6.07,27.2,1
R2026-01061,Medio,21,4.81,19.9,0
R2026-01062,Lluvia,36,107.3,16.1,1
R2026-01063,Lluvia,17,3.56,51.6,0
R2026-01064,,43,6.28,32.1,1
R2026-01065,Blando,44,3.12,33.7,0
R2026-01066,Duro,36,5.75,41.7,1
R2026-01067,Lluvia,24,4.69,29.3,1
R2026-01068,Lluvia,3,6.37,33.2,1
R2026-01069,Blando,1,3.06,,0
R2026-01070,Medio,21,2.67,35.2,0
R2026-01071,Lluvia,15,96.82,54.8,1
R2026-01072,Medio,34,3.77,35.8,0
R2026-01073,Medio,36,5.49,46.7,1
R2026-01074,Duro,4,2.62,29.2,1
R2026-01075,Blando,35,2.4,54.2,1
R2026-01076,Medio,NaN,5.49,24.4,0
R2026-01077,Lluvia,21,2.6,18.0,0
R2026-01078,,17,3.32,46.0,1
R2026-01079,,-3,5.64,18.7,1
R2026-01080,Duro,37,3.36,19.4,1
R2026-01081,Lluvia,6,3.7,43.4,0
R2026-01082,Blando,23,4.34,54.2,0
R2026-01083,Blando,4,3.55,34.7,0
R2026-01084,Medio,4,6.21,43.6,1
R2026-01085,Duro,13,2.52,26.9,0
R2026-01086,Blando,20,6.3,27.7,0
R2026-01087,Lluvia,5,5.62,48.6,0
R2026-01088,Lluvia,25,6.18,44.0,0
R2026-01089,Medio,-9,4.7,35.8,1
R2026-01090,Lluvia,NaN,6.33,27.8,0
R2026-01091,Blando,22,4.81,51.8,0
R2026-01092,Blando,22,2.64,17.3,0
R2026-01093,Medio,29,4.47,43.4,0
R2026-01094,Medio,18,4.72,36.2,1
R2026-01095,Blando,40,4.55,35.1,0
R2026-01096,Blando,-4,5.95,41.6,0
R2026-01097,Lluvia,7,5.57,42.9,0
R2026-01098,Duro,38,NaN,20.2,1
R2026-01099,Blando,10,4.93,14.9,1
R2026-01100,Medio,8,3.47,54.6,0
R2026-01101,Medio,10,5.48,45.9,1
R2026-01102,Lluvia,25,3.51,42.6,1
R2026-01103,Duro,38,2.29,21.2,0
R2026-01104,Duro,20,4.49,21.1,0
R2026-01105,Medio,7,2.46,52.4,0
R2026-01106,Blando,20,3.54,25.1,1
R2026-01107,Blando,10,6.49,19.1,1
R2026-01108,Lluvia,41,3.12,28.9,1
R2026-01109,Lluvia,12,5.39,49.8,0
R2026-01110,Blando,45,3.92,51.0,0
R2026-01111,Lluvia,12,4.76,44.9,0
R2026-01112,Blando,34,3.78,23.4,1
R2026-01113,Duro,1,3.98,32.9,1
R2026-01114,Duro,27,3.81,35.1,0
R2026-01115,Duro,20,,39.5,1
R2026-01116,Blando,12,4.52,23.9,0
R2026-01117,Medio,21,4.54,29.0,0
R2026-01118,Duro,13,2.11,53.8,0
R2026-01119,Blando,-3,2.95,35.7,0
R2026-01120,Medio,2,,54.0,1
R2026-01121,Blando,23,3.53,22.9,0
R2026-01122,Duro,10,2.14,14.8,0
R2026-01123,Duro,3,3.37,44.7,0
R2026-01124,Duro,35,6.41,47.7,0
R2026-01125,Medio,22,,33.9,0
R2026-01126,Blando,9,5.32,23.2,1
R2026-01127,Lluvia,24,3.1,37.5,1
R2026-01128,Duro,14,5.27,39.8,1
R2026-01129,Medio,26,4.01,30.2,0
R2026-01130,Duro,44,3.22,50.1,1
R2026-01131,Duro,1,6.09,26.1,0
R2026-01132,Lluvia,15,5.79,20.3,1
R2026-01133,Medio,11,2.57,16.2,0
R2026-01134,Blando,1,4.13,18.6,0
R2026-01135,Blando,44,5.19,39.8,1
R2026-01136,Blando,15,3.91,35.2,1
R2026-01137,Duro,21,2.22,54.5,1
R2026-01138,Blando,6,6.25,19.8,1
R2026-01139,Lluvia,1,5.68,25.9,0
R2026-01140,Duro,29,6.2,21.1,0
R2026-01141,Lluvia,34,2.44,46.9,1
R2026-01142,Medio,41,4.93,38.2,0
R2026-01143,Blando,38,5.59,43.6,1
R2026-01144,Duro,31,5.45,26.9,1
R2026-01145,Medio,26,3.04,23.2,0
R2026-01146,Duro,29,3.61,25.9,1
R2026-01147,Blando,25,3.62,45.1,1
R2026-01148,Medio,25,5.04,48.6,0
R2026-01149,Blando,29,5.21,35.7,0
R2026-01150,Blando,31,2.58,29.3,1
R2026-01151,Duro,1,4.0,31.6,1
R2026-01152,Blando,7,6.4,34.8,1
R2026-01153,Medio,9,4.4,28.5,1
R2026-01154,Medio,19,2.76,54.6,1
R2026-01155,Blando,12,72.92,43.0,0
R2026-01156,Medio,9,4.92,34.5,0
R2026-01157,Blando,21,79.6,19.5,1
R2026-01158,Duro,2,3.02,46.0,0
R2026-01159,Medio,NaN,3.18,16.7,1
R2026-01160,Lluvia,24,5.96,36.4,0
R2026-01161,Blando,31,5.7,37.1,0
R2026-01162,Duro,35,6.11,31.5,1
R2026-01163,Blando,28,3.2,30.2,0
R2026-01164,Medio,2,2.34,39.1,1
R2026-01165,Lluvia,17,5.92,16.1,1
R2026-01166,Lluvia,36,5.4,53.6,0
R2026-01167,Blando,28,5.92,36.2,0
R2026-01168,Medio,43,,21.7,1
R2026-01169,Medio,9,4.3,52.9,0
R2026-01170,Blando,43,6.42,20.2,1
R2026-01171,Blando,24,6.03,,1
R2026-01172,,43,3.82,54.0,1
R2026-01173,Duro,35,,21.3,1
R2026-01174,Blando,42,4.93,41.4,1
R2026-01175,Medio,16,4.52,40.6,1
R2026-01176,Lluvia,6,5.78,43.4,0
R2026-01177,Duro,1,5.19,47.5,0
R2026-01178,Blando,39,2.14,16.3,0
R2026-01179,Blando,45,5.56,23.8,0
R2026-01180,Duro,17,5.53,29.3,1
R2026-01181,Medio,13,6.08,34.6,1
R2026-01182,Blando,23,6.4,40.2,0
R2026-01183,Lluvia,-9,3.2,45.9,0
R2026-01184,Lluvia,37,5.63,42.8,1
R2026-01185,Duro,16,2.16,29.8,0
R2026-01186,Blando,34,5.49,43.4,0
R2026-01187,Blando,10,6.01,32.5,1
R2026-01188,Lluvia,20,2.42,19.6,1
R2026-01189,Lluvia,18,2.66,27.5,0
R2026-01190,Lluvia,33,3.24,51.2,0
R2026-01191,Blando,41,4.63,46.3,1
R2026-01192,Medio,31,2.64,46.5,0
R2026-01193,Medio,5,2.59,29.6,0
R2026-01194,Blando,10,5.39,32.2,0
