cliente_id,edad,tickets_soporte,metodo_pago,gasto_total,abandono
CLI-00593,50,10,Tarjeta,4715.15,0
CLI-00594,NaN,5,PayPal,5978.49,0
CLI-00595,25,15,Tarjeta,7364.82,1
CLI-00596,71,8,Transferencia,1585.02,1
CLI-00597,39,13,Tarjeta,4769.43,0
CLI-00598,52,17,PayPal,7953.59,1
CLI-00599,20,10,Transferencia,749.43,1
CLI-00600,60,15,Transferencia,4960.9,0
CLI-00601,34,3,PayPal,6446.3,1
CLI-00602,64,15,Tarjeta,421.33,0
CLI-00603,NaN,16,Tarjeta,4973.96,1
CLI-00604,NaN,19,PayPal,3475.04,1
CLI-00605,72,13,Transferencia,4580.88,0
CLI-00606,50,0,Transferencia,3315.57,1
CLI-00607,67,3,Transferencia,4497.89,1
CLI-00608,61,15,Tarjeta,362.0,0
CLI-00609,23,3,Tarjeta,288.04,0
CLI-00610,68,10,,2363.99,1
CLI-00611,78,11,Tarjeta,161.32,0
CLI-00612,210,11,Transferencia,4978.78,0
CLI-00613,45,18,PayPal,1376.74,0
CLI-00614,46,7,PayPal,7209.81,0
CLI-00615,18,15,Transferencia,6661.45,0
CLI-00616,57,2,,7048.66,1
CLI-00617,45,8,Tarjeta,3661.17,1
CLI-00618,66,20,Transferencia,2270.46,0
CLI-00619,32,0,Tarjeta,NaN,0
CLI-00620,70,19,Transferencia,229.66,1
CLI-00621,32,20,Transferencia,NaN,1
CLI-00622,41,9,Tarjeta,5054.74,1
CLI-00623,29,20,Transferencia,7310.21,1
CLI-00624,48,11,Transferencia,2753.15,1
CLI-00625,33,5,PayPal,901.58,0
CLI-00626,63,3,Transferencia,7392.68,1
CLI-00627,45,11,Transferencia,3729.05,1
CLI-00628,74,0,Tarjeta,,1
CLI-00629,60,10,PayPal,2187.36,0
CLI-00630,39,13,PayPal,947.19,1
CLI-00631,29,7,,6963.08,0
CLI-00632,38,14,PayPal,5854.18,0
CLI-00633,55,2,PayPal,3157.25,0
CLI-00634,54,8,Tarjeta,3600.97,0
CLI-00635,35,7,PayPal,4098.33,1
CLI-00636,32,15,PayPal,6587.17,1
CLI-00637,58,5,Transferencia,6281.5,0
CLI-00638,45,2,Transferencia,5452.87,0
CLI-00639,46,2,PayPal,560.9,0
CLI-00640,54,13,PayPal,1966.6,1
CLI-00641,59,6,Tarjeta,5182.92,0
CLI-00642,51,5,Transferencia,5671.58,1
CLI-00643,39,7,PayPal,1506.39,0
CLI-00644,63,3,Transferencia,5305.82,0
CLI-00645,63,16,Tarjeta,6181.68,1
CLI-00646,55,13,Tarjeta,3894.53,1
CLI-00647,65,0,Tarjeta,306.16,1
CLI-00648,45,13,Transferencia,5278.99,0
CLI-00649,22,5,PayPal,3288.5,1
CLI-00650,41,7,PayPal,213.55,1
CLI-00651,37,1,Transferencia,7815.98,0
CLI-00652,63,10,PayPal,6580.23,0
CLI-00653,20,3,Tarjeta,-187.38,0
CLI-00654,43,8,Transferencia,2640.81,0
CLI-00655,54,2,Tarjeta,5697.49,0
CLI-00656,66,17,Transferencia,151.83,0
CLI-00657,21,8,PayPal,5362.45,0
CLI-00658,44,8,PayPal,4057.77,1
CLI-00659,32,5,Tarjeta,3886.51,0
CLI-00660,43,9,Tarjeta,2191.25,1
CLI-00661,22,18,Tarjeta,6775.41,0
CLI-00662,48,4,PayPal,7661.12,1
CLI-00663,52,2,PayPal,1313.75,1
CLI-00664,35,10,Transferencia,4620.5,1
CLI-00665,78,14,Transferencia,-250.13,0
CLI-00666,48,14,PayPal,5060.62,0
CLI-00667,69,11,Transferencia,6811.02,0
CLI-00668,61,10,Tarjeta,-3.64,1
CLI-00669,64,10,Tarjeta,2331.98,0
CLI-00670,79,6,Tarjeta,7907.55,0
CLI-00671,74,15,Tarjeta,4059.37,0
CLI-00672,20,,Transferencia,7636.39,1
CLI-00673,47,3,PayPal,1058.35,1
CLI-00674,63,0,Tarjeta,7702.11,1
CLI-00675,72,3,Tarjeta,5211.44,1
CLI-00676,37,18,Transferencia,5602.29,1
CLI-00677,47,5,Transferencia,4221.34,1
CLI-00678,NaN,1,PayPal,5633.08,0
CLI-00679,28,17,PayPal,74.17,1
CLI-00680,18,9,Tarjeta,2469.26,0
CLI-00681,,7,,3522.78,1
CLI-00682,21,2,Transferencia,3120.74,0
CLI-00683,34,15,Transferencia,6929.0,1
CLI-00684,32,13,Transferencia,954.85,0
CLI-00685,35,18,Transferencia,945.52,0
CLI-00686,48,6,PayPal,7871.62,1
CLI-00687,19,13,Transferencia,-84.42,0
CLI-00688,63,0,Transferencia,886.17,0
CLI-00689,63,16,Transferencia,4179.31,0
CLI-00690,71,19,Transferencia,2171.53,1
CLI-00691,27,3,Tarjeta,6337.74,1
CLI-00692,19,15,Transferencia,2701.95,1
CLI-00693,57,18,PayPal,2732.01,0
CLI-00694,46,12,Tarjeta,3309.11,0
CLI-00695,42,4,Transferencia,6032.91,0
CLI-00696,33,4,PayPal,5955.91,1
CLI-00697,70,6,PayPal,5383.89,0
CLI-00698,49,10,Tarjeta,6889.84,0
CLI-00699,22,16,Tarjeta,2804.79,0
CLI-00700,50,0,Tarjeta,7399.37,1
CLI-00701,63,16,Transferencia,2435.09,1
CLI-00702,40,15,PayPal,6544.13,1
CLI-00703,38,17,Tarjeta,4166.85,1
CLI-00704,36,5,PayPal,7504.75,1
CLI-00705,64,1,Tarjeta,4830.2,0
CLI-00706,69,NaN,Tarjeta,7963.36,1
CLI-00707,44,13,Tarjeta,379.1,0
CLI-00708,39,2,PayPal,4830.33,1
CLI-00709,49,16,PayPal,7424.66,1
CLI-00710,29,,Tarjeta,1519.19,1
CLI-00711,35,,Transferencia,4477.84,0
CLI-00712,21,1,PayPal,7441.24,0
CLI-00713,50,5,Transferencia,5157.44,0
CLI-00714,70,11,Tarjeta,-356.09,0
CLI-00715,62,14,PayPal,1363.35,0
CLI-00716,34,16,Tarjeta,3807.88,0
CLI-00717,76,9,Tarjeta,7799.61,0
CLI-00718,80,5,,6050.44,0
CLI-00719,28,14,PayPal,4370.92,1
CLI-00720,,1,Transferencia,3293.26,1
CLI-00721,26,17,Transferencia,,1
CLI-00722,80,4,Tarjeta,7186.22,0
CLI-00723,58,9,PayPal,4795.88,0
CLI-00724,23,12,PayPal,3256.0,1
CLI-00725,51,19,Tarjeta,688.92,0
CLI-00726,47,11,Tarjeta,-115.79,0
CLI-00727,28,18,Transferencia,3694.96,1
CLI-00728,21,8,PayPal,4473.85,0
CLI-00729,74,17,Tarjeta,4770.21,0
CLI-00730,69,6,PayPal,7830.72,1
CLI-00731,72,4,PayPal,7187.58,1
CLI-00732,59,0,Tarjeta,956.3,0
CLI-00733,55,20,PayPal,945.92,0
CLI-00734,31,9,Transferencia,1046.21,0
CLI-00735,150,20,Transferencia,1589.35,0
CLI-00736,39,19,PayPal,5368.04,0
CLI-00737,38,10,PayPal,1815.49,0
CLI-00738,66,14,Transferencia,6232.26,1
CLI-00739,31,8,PayPal,,1
CLI-00740,29,6,PayPal,5609.01,0
CLI-00741,78,0,Tarjeta,2952.99,1
CLI-00742,47,9,Transferencia,7763.51,0
CLI-00743,36,4,PayPal,-239.88,1
CLI-00744,21,8,Tarjeta,4356.07,0
CLI-00745,44,19,PayPal,5448.19,0
CLI-00746,57,19,Transferencia,2404.36,0
CLI-00747,60,16,Tarjeta,3140.52,0
CLI-00748,60,16,PayPal,4205.05,1
CLI-00749,29,4,Tarjeta,2039.13,0
CLI-00750,77,5,PayPal,-236.38,0
CLI-00751,80,4,PayPal,3272.41,0
CLI-00752,,2,Tarjeta,-1.87,0
CLI-00753,39,18,PayPal,6460.9,1
CLI-00754,78,20,Transferencia,3478.26,1
CLI-00755,20,17,Transferencia,5468.01,1
CLI-00756,20,5,Transferencia,5187.94,0
CLI-00757,58,17,Transferencia,5901.43,1
CLI-00758,52,20,PayPal,918.2,0
CLI-00759,26,7,Transferencia,2641.69,0
CLI-00760,63,9,Transferencia,5592.67,1
CLI-00761,80,17,PayPal,231.06,0
CLI-00762,68,14,Transferencia,5710.61,1
CLI-00763,45,1,PayPal,7896.51,0
CLI-00764,42,17,Tarjeta,1364.79,0
CLI-00765,19,13,Transferencia,5267.0,0
CLI-00766,25,14,PayPal,-390.6,0
CLI-00767,50,14,Tarjeta,3162.77,0
CLI-00768,70,12,Transferencia,5105.91,0
CLI-00769,66,16,PayPal,2005.68,0
CLI-00770,72,14,PayPal,6979.39,1
CLI-00771,31,15,Tarjeta,218.24,1
CLI-00772,31,20,Transferencia,7301.52,0
CLI-00773,59,16,Transferencia,286.42,1
CLI-00774,62,7,PayPal,4068.35,1
CLI-00775,29,12,PayPal,5195.71,1
CLI-00776,40,2,PayPal,4240.64,1
CLI-00777,33,12,,7052.95,0
CLI-00778,32,10,Tarjeta,6493.1,0
CLI-00779,55,12,PayPal,5288.79,0
CLI-00780,67,10,PayPal,1352.9,1
CLI-00781,65,0,PayPal,662.14,0
CLI-00782,30,5,PayPal,86.76,0
CLI-00783,76,20,Transferencia,6850.36,0
CLI-00784,210,18,Transferencia,1694.93,1
CLI-00785,NaN,NaN,PayPal,4972.17,1
CLI-00786,23,4,Tarjeta,3615.44,1
CLI-00787,58,10,PayPal,1068.29,0
CLI-00788,35,9,,3976.25,0
CLI-00789,190,18,,5282.09,1
CLI-00790,63,12,Tarjeta,936.18,1
CLI-00791,27,10,,-253.54,1
CLI-00792,75,8,,6449.73,1
CLI-00793,74,6,Tarjeta,5576.02,1
CLI-00794,78,16,Transferencia,634.87,0
CLI-00795,65,2,PayPal,1463.46,1
CLI-00796,63,6,Tarjeta,2255.91,0
CLI-00797,73,3,PayPal,5632.62,0
CLI-00798,NaN,15,Transferencia,216.19,1
CLI-00799,27,17,PayPal,-12.89,0
CLI-00800,67,13,PayPal,6858.06,0
CLI-00801,34,7,Transferencia,3878.9,1
CLI-00802,79,7,Transferencia,4867.33,0
CLI-00803,66,3,PayPal,7369.5,1
CLI-00804,52,15,PayPal,4535.92,1
CLI-00805,56,4,PayPal,7065.34,1
CLI-00806,42,14,Transferencia,4238.09,1
CLI-00807,30,19,Tarjeta,7309.46,1
CLI-00808,80,1,Transferencia,7161.9,0
CLI-00809,45,16,,6339.71,1
CLI-00810,40,0,PayPal,4432.4,0
CLI-00811,50,0,Tarjeta,7561.23,1
CLI-00812,19,5,Transferencia,272.69,0
CLI-00813,45,13,Transferencia,3696.26,0
CLI-00814,24,8,,1105.81,0
CLI-00815,210,16,Transferencia,861.96,0
CLI-00816,69,18,Transferencia,7916.09,0
CLI-00817,37,13,Transferencia,5763.43,1
CLI-00818,61,0,,3520.48,1
CLI-00819,39,17,PayPal,3530.3,1
CLI-00820,41,10,PayPal,1470.67,0
CLI-00821,68,10,Tarjeta,6475.68,1
CLI-00822,NaN,5,PayPal,4313.88,1
CLI-00823,35,16,Transferencia,2538.57,1
CLI-00824,73,12,Tarjeta,1267.7,0
CLI-00825,67,18,PayPal,1582.61,0
CLI-00826,26,16,Transferencia,3402.96,0
CLI-00827,38,14,Tarjeta,2908.25,0
CLI-00828,47,14,Tarjeta,3150.92,1
CLI-00829,30,6,PayPal,7775.2,0
CLI-00830,23,4,Transferencia,7263.36,0
CLI-00831,74,8,PayPal,3661.53,1
CLI-00832,48,18,PayPal,5362.07,1
CLI-00833,71,13,Transferencia,7634.36,0
CLI-00834,30,12,Transferencia,6372.22,1
CLI-00835,19,4,Tarjeta,4237.24,0
CLI-00836,22,17,Tarjeta,7477.81,0
CLI-00837,44,2,Tarjeta,NaN,0
CLI-00838,42,1,Transferencia,4427.0,0
CLI-00839,52,3,PayPal,781.71,0
CLI-00840,21,6,PayPal,5779.44,0
CLI-00841,,9,Tarjeta,4169.86,1
CLI-00842,22,6,PayPal,1799.92,1
CLI-00843,210,4,PayPal,1721.96,1
CLI-00844,210,4,Transferencia,102.44,1
CLI-00845,49,14,Tarjeta,2919.92,1
CLI-00846,73,20,PayPal,-294.16,1
CLI-00847,72,3,PayPal,7992.88,0
CLI-00848,53,20,PayPal,3669.86,1
CLI-00849,72,13,PayPal,2752.55,1
CLI-00850,61,7,PayPal,2454.72,1
CLI-00851,43,11,Tarjeta,4443.65,1
CLI-00852,75,16,Transferencia,408.3,0
CLI-00853,38,14,PayPal,5926.39,0
CLI-00854,21,12,PayPal,3927.81,0
CLI-00855,66,17,Tarjeta,5648.0,0
CLI-00856,66,11,Transferencia,1071.48,1
CLI-00857,48,0,PayPal,5512.52,0
CLI-00858,NaN,16,Tarjeta,3269.59,0
CLI-00859,25,5,Tarjeta,3962.45,1
CLI-00860,44,10,PayPal,3219.07,1
CLI-00861,32,9,PayPal,2246.03,0
CLI-00862,51,11,Transferencia,3364.01,0
CLI-00863,75,9,Tarjeta,2410.09,0
CLI-00864,72,20,,-458.7,0
CLI-00865,71,19,Tarjeta,7843.1,1
CLI-00866,67,9,Transferencia,4539.23,1
CLI-00867,42,19,Tarjeta,6967.37,1
CLI-00868,29,20,Transferencia,6443.81,1
CLI-00869,0,16,PayPal,,0
CLI-00870,54,5,Transferencia,1796.12,0
CLI-00871,76,3,Tarjeta,7270.05,1
CLI-00872,22,16,Tarjeta,1057.87,1
CLI-00873,55,16,Transferencia,1452.18,0
CLI-00874,21,5,Transferencia,7351.17,0
CLI-00875,52,0,Tarjeta,2293.13,1
CLI-00876,,20,,924.8,1
CLI-00877,59,NaN,,2211.84,0
CLI-00878,50,16,Tarjeta,2985.51,1
CLI-00879,76,11,Transferencia,7568.59,0
CLI-00880,19,6,PayPal,6033.91,1
CLI-00881,66,17,Transferencia,5843.1,1
CLI-00882,36,19,PayPal,7910.85,0
CLI-00883,51,3,PayPal,3318.4,1
CLI-00884,52,13,PayPal,2677.79,1
CLI-00885,67,3,Transferencia,1252.04,1
CLI-00886,47,5,PayPal,5516.61,0
CLI-00887,62,5,Transferencia,6799.83,0
CLI-00888,74,4,Transferencia,,1
CLI-00889,36,NaN,PayPal,7807.87,0
CLI-00890,25,19,PayPal,4828.96,0
CLI-00891,27,4,PayPal,5021.53,1
CLI-00892,21,1,Transferencia,5111.19,0
CLI-00893,53,0,Tarjeta,7553.55,0
CLI-00894,51,4,Transferencia,7702.06,0
CLI-00895,40,12,Tarjeta,6331.06,1
CLI-00896,49,17,PayPal,953.89,1
CLI-00897,-5,4,Tarjeta,1402.08,1
CLI-00898,35,9,Tarjeta,799.34,1
CLI-00899,19,7,Tarjeta,6381.98,0
CLI-00900,43,8,PayPal,3916.37,0
CLI-00901,61,5,PayPal,5406.05,0
CLI-00902,24,6,Transferencia,2527.46,1
CLI-00903,60,,PayPal,3065.62,1
CLI-00904,36,0,Tarjeta,3724.37,1
CLI-00905,52,2,PayPal,85.56,1
CLI-00906,79,4,Transferencia,1405.16,1
CLI-00907,50,5,Transferencia,4043.65,1
CLI-00908,18,12,,-281.67,0
CLI-00909,35,19,PayPal,,1
CLI-00910,29,2,PayPal,763.74,1
CLI-00911,150,1,Tarjeta,,0
CLI-00912,42,14,Transferencia,36.77,0
CLI-00913,61,14,Tarjeta,216.24,1
CLI-00914,26,12,PayPal,4784.09,1
CLI-00915,,13,PayPal,1256.29,1
CLI-00916,52,NaN,Tarjeta,7459.29,1
CLI-00917,64,19,Transferencia,5795.75,1
CLI-00918,0,15,PayPal,3883.05,1
CLI-00919,33,19,Tarjeta,-461.8,1
CLI-00920,34,,Transferencia,4564.7,1
CLI-00921,190,3,Transferencia,4969.0,1
CLI-00922,31,5,Transferencia,7288.91,1
CLI-00923,47,0,Transferencia,1317.19,0
CLI-00924,58,17,Transferencia,2820.18,0
CLI-00925,NaN,4,Tarjeta,5975.68,0
CLI-00926,37,11,PayPal,2535.38,1
CLI-00927,78,1,PayPal,2676.84,0
CLI-00928,51,1,Transferencia,5245.13,0
CLI-00929,54,4,PayPal,7758.96,0
CLI-00930,25,16,Tarjeta,7737.09,1
CLI-00931,31,4,PayPal,227.79,1
CLI-00932,56,14,Tarjeta,-335.66,0
CLI-00933,22,0,PayPal,757.33,1
CLI-00934,55,11,Transferencia,1275.28,1
CLI-00935,46,3,Transferencia,919.69,0
CLI-00936,31,15,Transferencia,2894.09,1
CLI-00937,190,2,Transferencia,56.48,0
CLI-00938,54,13,Transferencia,7016.89,1
CLI-00939,77,17,Tarjeta,5839.19,1
CLI-00940,34,20,PayPal,6631.05,0
CLI-00941,64,17,Tarjeta,2081.23,0
CLI-00942,76,12,PayPal,3889.56,1
CLI-00943,59,0,PayPal,7415.17,1
CLI-00944,190,3,PayPal,1787.56,0
CLI-00945,59,6,Tarjeta,3418.24,0
CLI-00946,40,4,Tarjeta,1025.09,0
CLI-00947,74,16,Tarjeta,766.29,1
CLI-00948,45,5,,NaN,1
CLI-00949,53,,Tarjeta,493.17,1
CLI-00950,30,9,PayPal,-480.23,0
CLI-00951,35,1,Transferencia,5329.45,0
CLI-00952,56,9,PayPal,1622.68,1
CLI-00953,71,7,PayPal,6873.05,1
CLI-00954,,7,Transferencia,7789.16,1
CLI-00955,210,10,Tarjeta,1552.73,1
CLI-00956,29,4,Tarjeta,2073.38,1
CLI-00957,27,4,Tarjeta,,1
CLI-00958,64,,PayPal,4355.9,0
CLI-00959,52,3,PayPal,3434.28,1
CLI-00960,72,3,PayPal,3298.31,1
CLI-00961,0,11,Tarjeta,7291.78,0
CLI-00962,NaN,17,Transferencia,5716.19,1
CLI-00963,52,18,Tarjeta,243.07,0
CLI-00964,51,6,PayPal,6459.92,0
CLI-00965,47,5,Transferencia,3069.59,1
CLI-00966,30,1,Tarjeta,2284.44,0
CLI-00967,NaN,8,Tarjeta,1576.88,0
CLI-00968,49,19,,361.88,0
CLI-00969,,10,Tarjeta,3714.31,0
CLI-00970,44,5,Tarjeta,365.79,1
CLI-00971,,3,PayPal,966.05,1
CLI-00972,79,7,Transferencia,1609.04,1
CLI-00973,71,13,PayPal,2075.02,0
CLI-00974,27,15,Tarjeta,2615.89,0
CLI-00975,46,0,Transferencia,3632.8,1
CLI-00976,41,12,Transferencia,7739.21,0
CLI-00977,67,7,Transferencia,7222.69,0
CLI-00978,31,15,PayPal,1218.6,1
CLI-00979,NaN,12,Tarjeta,6520.94,1
CLI-00980,80,14,PayPal,4815.32,1
CLI-00981,66,7,Transferencia,5835.36,0
CLI-00982,72,9,,1115.3,0
CLI-00983,52,6,Transferencia,6969.0,1
CLI-00984,55,,PayPal,4520.11,0
CLI-00985,46,9,Transferencia,4921.01,1
CLI-00986,35,7,Transferencia,3890.29,0
CLI-00987,36,3,Transferencia,4624.89,0
CLI-00988,35,7,PayPal,4335.89,0
CLI-00989,69,2,Transferencia,2821.96,1
CLI-00990,,6,Transferencia,6425.49,1
CLI-00991,18,12,Tarjeta,3753.69,0
CLI-00992,75,4,Transferencia,1237.61,0
CLI-00993,34,6,Tarjeta,5101.59,0
CLI-00994,51,1,PayPal,3971.76,1
CLI-00995,51,19,Tarjeta,3948.27,0
CLI-00996,74,12,Transferencia,6791.93,0
CLI-00997,62,3,Transferencia,4971.79,0
CLI-00998,24,6,,6584.85,0
CLI-00999,35,19,Transferencia,3353.48,0
CLI-01000,44,2,Tarjeta,947.55,1
CLI-01001,22,1,Tarjeta,1230.2,1
CLI-01002,30,1,Transferencia,6780.75,0
CLI-01003,35,1,PayPal,542.23,1
CLI-01004,34,14,,3546.0,0
CLI-01005,56,4,Transferencia,3615.9,0
CLI-01006,35,11,Tarjeta,4380.8,1
CLI-01007,57,2,PayPal,5861.82,0
CLI-01008,46,12,Tarjeta,3014.34,1
CLI-01009,39,5,PayPal,2539.25,0
CLI-01010,41,1,Transferencia,7365.33,0
CLI-01011,44,20,,2609.01,1
CLI-01012,20,1,PayPal,7765.57,0
CLI-01013,63,7,Tarjeta,-256.14,1
CLI-01014,49,1,Tarjeta,622.27,0
CLI-01015,70,14,Tarjeta,7940.57,1
CLI-01016,27,20,PayPal,2289.92,1
CLI-01017,61,6,Transferencia,3551.93,1
CLI-01018,34,5,,2284.63,1
CLI-01019,68,19,PayPal,7234.7,1
CLI-01020,49,1,Tarjeta,1324.11,0
CLI-01021,38,1,PayPal,7672.16,0
CLI-01022,50,13,PayPal,-205.34,0
CLI-01023,33,11,Transferencia,5764.77,1
CLI-01024,42,8,Tarjeta,6433.85,1
CLI-01025,NaN,2,,4165.14,0
CLI-01026,52,11,Tarjeta,7398.44,1
CLI-01027,76,12,Transferencia,NaN,0
CLI-01028,33,11,Transferencia,5802.45,0
CLI-01029,66,8,Tarjeta,137.91,0
CLI-01030,72,2,Tarjeta,2945.69,0
CLI-01031,41,9,PayPal,3606.05,0
CLI-01032,37,2,PayPal,6463.92,1
CLI-01033,57,6,PayPal,NaN,0
CLI-01034,22,10,Transferencia,7144.45,1
CLI-01035,43,2,PayPal,3666.4,1
CLI-01036,29,0,Tarjeta,2743.16,0
CLI-01037,50,18,Tarjeta,2291.48,0
CLI-01038,20,19,Tarjeta,-172.64,1
CLI-01039,28,7,PayPal,,0
CLI-01040,NaN,8,Transferencia,5404.93,0
CLI-01041,39,20,Transferencia,NaN,0
CLI-01042,72,6,PayPal,1749.86,0
CLI-01043,38,6,Transferencia,1227.98,1
CLI-01044,77,NaN,Transferencia,520.41,1
CLI-01045,38,13,Transferencia,1796.45,0
CLI-01046,71,15,,6850.42,0
CLI-01047,33,1,Transferencia,6552.78,0
CLI-01048,52,5,Transferencia,6671.61,0
CLI-01049,40,14,PayPal,7760.84,0
CLI-01050,42,18,Transferencia,2666.82,1
CLI-01051,61,18,PayPal,7011.54,1
CLI-01052,22,9,Tarjeta,4405.76,1
CLI-01053,77,15,PayPal,7028.22,0
CLI-01054,51,19,,4134.1,1
CLI-01055,41,2,,2829.93,0
CLI-01056,63,15,Transferencia,7448.06,1
CLI-01057,71,3,Transferencia,5201.77,0
CLI-01058,190,13,,995.64,1
CLI-01059,72,17,PayPal,7030.83,0
CLI-01060,66,NaN,PayPal,3544.25,1
CLI-01061,73,19,PayPal,5718.51,0
CLI-01062,29,12,Tarjeta,2704.3,0
CLI-01063,62,0,Transferencia,3472.77,0
CLI-01064,70,13,Transferencia,6280.09,1
CLI-01065,45,19,PayPal,NaN,0
CLI-01066,23,18,Transferencia,3398.43,0
CLI-01067,21,11,Tarjeta,1436.41,1
CLI-01068,-5,,Transferencia,-493.7,1
CLI-01069,46,13,,2344.01,0
CLI-01070,45,1,Transferencia,7008.4,1
CLI-01071,40,15,PayPal,5922.11,0
CLI-01072,23,20,PayPal,3995.45,1
CLI-01073,72,17,PayPal,347.92,0
CLI-01074,190,2,PayPal,2486.32,1
CLI-01075,72,5,PayPal,1640.44,0
CLI-01076,40,3,Transferencia,1907.5,0
CLI-01077,58,5,Transferencia,5222.19,1
CLI-01078,66,4,Tarjeta,2108.66,0
CLI-01079,52,5,Transferencia,4308.16,0
CLI-01080,23,0,Transferencia,5752.88,1
CLI-01081,56,3,Transferencia,5842.27,1
CLI-01082,35,0,PayPal,4770.19,1
CLI-01083,56,2,Transferencia,5453.02,1
CLI-01084,44,14,Tarjeta,NaN,1
CLI-01085,79,13,Tarjeta,-417.05,1
CLI-01086,63,8,Transferencia,3100.88,1
CLI-01087,37,13,PayPal,2420.52,1
CLI-01088,71,2,Tarjeta,5817.24,1
CLI-01089,40,3,PayPal,5451.89,0
CLI-01090,29,9,Tarjeta,6915.47,1
CLI-01091,55,15,PayPal,1489.37,1
CLI-01092,62,11,Transferencia,,0
CLI-01093,21,8,Transferencia,1727.52,1
CLI-01094,46,10,Tarjeta,3104.2,1
CLI-01095,46,13,Transferencia,4559.49,1
CLI-01096,42,3,Transferencia,2596.02,1
CLI-01097,56,11,PayPal,2967.13,1
CLI-01098,78,6,Tarjeta,6917.45,0
CLI-01099,22,0,PayPal,711.28,0
CLI-01100,38,19,Tarjeta,6279.84,0
CLI-01101,29,5,Tarjeta,7438.82,0
CLI-01102,45,9,Transferencia,2843.78,0
CLI-01103,56,11,PayPal,3251.91,1
CLI-01104,41,17,Tarjeta,7892.59,0
CLI-01105,46,0,Tarjeta,2826.06,0
CLI-01106,72,9,PayPal,6015.87,1
CLI-01107,80,19,Tarjeta,6312.36,1
CLI-01108,80,7,,972.38,1
CLI-01109,55,15,Transferencia,226.44,0
CLI-01110,72,14,Transferencia,4686.96,0
CLI-01111,76,5,Transferencia,4095.29,0
CLI-01112,50,16,PayPal,7353.6,1
CLI-01113,51,6,Tarjeta,,1
CLI-01114,53,2,Transferencia,4239.83,1
CLI-01115,59,12,,1087.28,0
CLI-01116,190,8,Transferencia,340.75,0
CLI-01117,78,11,PayPal,7108.17,1
CLI-01118,35,17,PayPal,5761.95,0
CLI-01119,60,9,Tarjeta,349.69,0
CLI-01120,NaN,2,Transferencia,4909.77,1
CLI-01121,62,4,Tarjeta,6507.55,1
CLI-01122,24,17,Transferencia,1202.21,1
CLI-01123,55,2,Transferencia,NaN,1
CLI-01124,23,10,Tarjeta,590.95,0
CLI-01125,67,16,Transferencia,5394.53,0
CLI-01126,79,14,Tarjeta,7660.4,1
CLI-01127,57,6,PayPal,1026.72,0
CLI-01128,21,19,Tarjeta,6442.73,0
CLI-01129,71,2,PayPal,393.43,1
CLI-01130,-5,10,PayPal,4518.31,1
CLI-01131,59,20,Tarjeta,3690.75,0
CLI-01132,20,16,Tarjeta,5941.52,1
CLI-01133,72,6,PayPal,3904.95,0
CLI-01134,59,16,PayPal,5352.83,1
CLI-01135,63,17,PayPal,4135.62,1
CLI-01136,32,4,Transferencia,1331.46,0
CLI-01137,50,18,Tarjeta,2461.91,0
CLI-01138,65,17,Tarjeta,NaN,1
CLI-01139,29,12,PayPal,7481.24,1
CLI-01140,37,1,Tarjeta,931.02,1
CLI-01141,42,1,Transferencia,2039.25,1
CLI-01142,58,20,PayPal,5218.45,0
CLI-01143,73,19,Tarjeta,7936.93,1
CLI-01144,40,1,PayPal,2230.37,0
CLI-01145,23,18,Tarjeta,NaN,1
CLI-01146,35,12,PayPal,4546.16,0
CLI-01147,27,15,PayPal,2573.64,1
CLI-01148,79,18,Tarjeta,584.96,1
CLI-01149,69,9,PayPal,5899.8,1
CLI-01150,23,2,PayPal,,1
CLI-01151,,15,Transferencia,7134.51,0
CLI-01152,69,16,,5894.42,0
CLI-01153,43,3,,NaN,1
CLI-01154,37,8,Tarjeta,3950.74,1
CLI-01155,60,,Tarjeta,3092.07,1
CLI-01156,62,17,Tarjeta,7220.72,0
CLI-01157,48,19,Tarjeta,1538.28,0
CLI-01158,60,18,PayPal,7096.14,1
CLI-01159,71,17,Tarjeta,7654.05,1
CLI-01160,39,15,PayPal,1852.12,0
CLI-01161,27,7,Transferencia,-496.6,1
CLI-01162,28,15,Transferencia,6748.45,0
CLI-01163,27,1,PayPal,1396.4,0
CLI-01164,36,16,Tarjeta,3479.54,1
CLI-01165,63,8,Transferencia,1558.68,1
CLI-01166,55,8,Tarjeta,2284.51,0
CLI-01167,51,13,Tarjeta,1021.61,0
CLI-01168,60,14,,6115.0,1
CLI-01169,40,8,PayPal,4964.26,1
CLI-01170,35,18,PayPal,,0
CLI-01171,53,9,Transferencia,1342.63,0
CLI-01172,NaN,15,Tarjeta,6578.1,0
CLI-01173,53,16,Transferencia,5607.34,0
CLI-01174,43,10,Tarjeta,3168.52,1
CLI-01175,29,18,PayPal,NaN,1
CLI-01176,43,6,Transferencia,5055.35,0
CLI-01177,21,15,Tarjeta,5751.82,1
CLI-01178,69,7,Tarjeta,2274.0,1
CLI-01179,53,15,PayPal,6999.18,0
CLI-01180,26,18,Transferencia,7288.36,0
CLI-01181,42,7,Transferencia,2239.29,0
CLI-01182,43,,Transferencia,7095.27,0
CLI-01183,54,17,Tarjeta,4038.99,0
CLI-01184,30,14,PayPal,1739.16,1
CLI-01185,59,4,Tarjeta,7872.24,0
CLI-01186,39,6,Tarjeta,2703.85,1
