nodo_id,distro_linux,uso_cpu_pct,uso_ram_gb,temperatura_c,fallo_sistema
SRV-00529,Fedora,62.5,19.4,61.9,1
SRV-00530,Ubuntu,83.5,16.5,50.9,1
SRV-00531,Fedora,16.6,51.5,55.4,1
SRV-00532,CachyOS,16.0,6.3,93.8,0
SRV-00533,Ubuntu,95.9,62.3,87.3,1
SRV-00534,Ubuntu,81.4,26.4,87.5,1
SRV-00535,CachyOS,76.4,25.6,87.0,1
SRV-00536,Fedora,4.2,53.4,56.3,1
SRV-00537,Arch,13.9,,50.7,0
SRV-00538,Arch,66.0,24.8,35.1,1
SRV-00539,CachyOS,81.5,31.0,52.7,1
SRV-00540,CachyOS,63.1,47.1,38.9,0
SRV-00541,CachyOS,47.4,61.0,NaN,0
SRV-00542,Arch,97.1,10.0,31.3,1
SRV-00543,,54.6,20.5,50.6,0
SRV-00544,CachyOS,75.1,6.6,69.8,0
SRV-00545,CachyOS,72.6,37.0,75.4,0
SRV-00546,Ubuntu,93.9,2.2,63.6,1
SRV-00547,Arch,NaN,28.5,85.6,0
SRV-00548,Arch,15.8,26.7,69.2,1
SRV-00549,Fedora,41.6,8.6,78.4,1
SRV-00550,Arch,7.8,26.7,87.4,0
SRV-00551,Fedora,31.2,13.8,53.0,1
SRV-00552,CachyOS,6.0,42.1,32.0,1
SRV-00553,Fedora,58.2,36.5,54.5,1
SRV-00554,Fedora,60.6,22.6,78.4,1
SRV-00555,Arch,,31.0,73.1,1
SRV-00556,Ubuntu,53.7,8.8,53.2,0
SRV-00557,Arch,,18.7,52.0,0
SRV-00558,CachyOS,94.9,,93.9,1
SRV-00559,Fedora,65.3,5.1,32.4,1
SRV-00560,Ubuntu,97.2,36.3,90.8,1
SRV-00561,CachyOS,28.3,48.8,43.0,0
SRV-00562,Arch,728.7,62.6,33.0,0
SRV-00563,CachyOS,79.6,16.8,44.0,0
SRV-00564,CachyOS,75.4,4.8,49.0,1
SRV-00565,CachyOS,8.3,25.0,78.4,0
SRV-00566,CachyOS,78.3,60.1,58.4,0
SRV-00567,Fedora,88.8,31.3,40.5,1
SRV-00568,Arch,31.9,20.4,52.7,0
SRV-00569,Ubuntu,42.5,50.5,72.7,1
SRV-00570,Arch,61.1,50.7,42.7,0
SRV-00571,Arch,79.5,,52.0,1
SRV-00572,Ubuntu,21.1,12.0,44.5,0
SRV-00573,Fedora,38.4,20.2,82.2,1
SRV-00574,Ubuntu,13.4,34.6,49.3,0
SRV-00575,Arch,77.8,56.0,92.9,1
SRV-00576,Ubuntu,18.1,24.6,40.0,1
SRV-00577,CachyOS,63.3,57.4,43.7,0
SRV-00578,Arch,26.4,33.7,30.8,1
SRV-00579,CachyOS,32.4,41.7,33.5,1
SRV-00580,Ubuntu,13.4,43.5,77.9,0
SRV-00581,Arch,2.8,26.4,66.9,0
SRV-00582,Fedora,23.8,50.5,76.4,0
SRV-00583,CachyOS,22.1,37.4,91.2,1
SRV-00584,CachyOS,67.8,NaN,80.6,1
SRV-00585,CachyOS,96.1,12.9,66.2,0
SRV-00586,Fedora,5.1,5.4,47.0,0
SRV-00587,Ubuntu,18.5,8.0,60.0,0
SRV-00588,Arch,43.5,60.2,,0
SRV-00589,CachyOS,60.1,31.9,30.6,1
SRV-00590,Arch,39.5,12.3,56.9,0
SRV-00591,Ubuntu,25.0,19.4,74.8,0
SRV-00592,Ubuntu,74.5,11.4,31.0,1
SRV-00593,CachyOS,658.7,58.8,78.2,0
SRV-00594,CachyOS,15.5,2.1,47.7,0
SRV-00595,Fedora,44.3,34.5,31.2,0
SRV-00596,Arch,44.6,13.7,NaN,0
SRV-00597,Fedora,67.3,53.6,76.5,1
SRV-00598,Fedora,62.0,15.6,,0
SRV-00599,Ubuntu,65.2,56.8,79.4,0
SRV-00600,Ubuntu,59.6,62.3,50.2,1
SRV-00601,Ubuntu,60.4,15.6,94.2,1
SRV-00602,CachyOS,74.7,19.7,41.7,1
SRV-00603,Arch,NaN,50.9,82.5,1
SRV-00604,Ubuntu,89.0,46.3,,1
SRV-00605,Fedora,7.0,11.9,81.3,1
SRV-00606,Fedora,25.5,29.2,46.2,1
SRV-00607,CachyOS,44.4,52.6,29.3,1
SRV-00608,Fedora,55.1,18.8,60.2,0
SRV-00609,,84.7,27.2,77.7,0
SRV-00610,Ubuntu,97.3,49.1,79.7,1
SRV-00611,CachyOS,NaN,52.2,73.3,1
SRV-00612,Fedora,26.4,1.8,71.2,0
SRV-00613,Fedora,86.1,32.5,87.4,0
SRV-00614,Arch,80.2,,39.3,1
SRV-00615,Arch,72.4,13.5,91.5,0
SRV-00616,Fedora,26.9,40.3,39.1,1
SRV-00617,Fedora,47.9,,67.0,0
SRV-00618,Arch,91.5,24.4,95.0,1
SRV-00619,Arch,822.5,26.3,90.0,0
SRV-00620,CachyOS,764.1,60.3,70.5,1
SRV-00621,CachyOS,40.4,59.7,94.1,1
SRV-00622,Fedora,85.5,3.0,33.8,1
SRV-00623,CachyOS,93.7,11.7,NaN,1
SRV-00624,Arch,23.2,8.8,63.8,0
SRV-00625,Ubuntu,63.8,25.0,65.6,0
SRV-00626,Ubuntu,10.6,8.3,,0
SRV-00627,Fedora,83.3,43.8,62.8,1
SRV-00628,Arch,82.4,10.2,81.7,0
SRV-00629,CachyOS,62.6,4.7,38.2,0
SRV-00630,Ubuntu,90.6,19.8,89.1,1
SRV-00631,Arch,74.7,44.9,85.4,0
SRV-00632,Arch,45.9,19.3,,0
SRV-00633,Fedora,38.1,4.5,59.7,1
SRV-00634,Fedora,661.6,31.8,92.0,0
SRV-00635,CachyOS,28.4,6.2,72.8,1
SRV-00636,Ubuntu,78.3,28.3,34.7,0
SRV-00637,Ubuntu,39.8,5.0,64.1,0
SRV-00638,Ubuntu,19.3,51.4,36.6,0
SRV-00639,Ubuntu,50.6,,48.1,1
SRV-00640,CachyOS,68.7,34.9,34.6,1
SRV-00641,Fedora,93.9,9.1,33.0,1
SRV-00642,Arch,66.9,40.7,70.4,0
SRV-00643,Fedora,32.4,16.6,63.6,0
SRV-00644,Arch,76.7,7.2,42.9,1
SRV-00645,CachyOS,11.2,18.1,31.2,1
SRV-00646,Fedora,26.9,10.0,45.9,0
SRV-00647,CachyOS,69.9,32.6,56.7,1
SRV-00648,Ubuntu,93.0,6.0,91.3,1
SRV-00649,Ubuntu,94.4,31.2,94.9,0
SRV-00650,Ubuntu,70.6,47.6,83.2,1
SRV-00651,Fedora,18.8,4.2,39.4,0
SRV-00652,CachyOS,30.2,14.7,NaN,1
SRV-00653,CachyOS,7.5,7.8,320.6,0
SRV-00654,Fedora,865.2,16.8,53.1,1
SRV-00655,CachyOS,65.0,1.4,75.5,1
SRV-00656,Ubuntu,17.4,17.7,64.9,1
SRV-00657,CachyOS,14.6,,73.9,0
SRV-00658,Arch,29.1,46.9,46.8,1
SRV-00659,Ubuntu,69.3,38.2,43.4,0
SRV-00660,Fedora,10.7,40.9,50.5,1
SRV-00661,Arch,28.9,4.0,31.5,0
SRV-00662,Arch,93.0,1.9,85.8,1
SRV-00663,Arch,22.2,47.8,67.3,1
SRV-00664,Ubuntu,92.4,48.9,38.3,1
SRV-00665,CachyOS,62.5,34.0,81.0,1
SRV-00666,Ubuntu,78.3,44.1,93.1,1
SRV-00667,Arch,21.9,1.6,62.4,0
SRV-00668,Arch,55.0,3.5,87.2,0
SRV-00669,Fedora,53.3,24.3,75.3,1
SRV-00670,Ubuntu,62.1,18.6,29.0,0
SRV-00671,CachyOS,92.8,14.0,49.7,1
SRV-00672,Fedora,72.1,32.2,82.6,0
SRV-00673,Ubuntu,31.8,12.8,56.6,0
SRV-00674,Ubuntu,651.2,49.1,30.9,0
SRV-00675,Ubuntu,93.9,45.6,60.2,1
SRV-00676,Fedora,7.4,53.0,47.9,0
SRV-00677,CachyOS,39.0,44.1,75.9,0
SRV-00678,Arch,36.3,59.0,68.5,1
SRV-00679,Arch,62.0,32.5,45.8,0
SRV-00680,Fedora,32.7,31.1,66.7,0
SRV-00681,CachyOS,35.9,38.9,37.3,1
SRV-00682,CachyOS,53.1,27.6,74.5,0
SRV-00683,Ubuntu,36.8,58.4,84.9,1
SRV-00684,Fedora,7.4,NaN,92.6,0
SRV-00685,Fedora,4.9,36.9,38.0,1
SRV-00686,Arch,757.9,4.8,68.5,1
SRV-00687,CachyOS,55.2,45.7,38.5,0
SRV-00688,CachyOS,61.4,36.2,82.7,1
SRV-00689,Arch,64.1,39.0,29.9,0
SRV-00690,Arch,20.0,6.4,NaN,0
SRV-00691,Ubuntu,96.1,20.8,51.8,0
SRV-00692,Fedora,4.3,3.4,73.7,0
SRV-00693,Fedora,75.8,46.9,90.3,1
SRV-00694,CachyOS,5.8,63.8,92.2,0
SRV-00695,Arch,54.5,6.9,90.6,0
SRV-00696,CachyOS,26.8,42.0,36.3,1
SRV-00697,Fedora,44.3,6.3,NaN,0
SRV-00698,Fedora,69.2,24.7,85.2,1
SRV-00699,CachyOS,12.5,26.0,54.9,0
SRV-00700,CachyOS,13.0,10.2,66.1,1
SRV-00701,CachyOS,584.6,27.6,39.8,1
SRV-00702,Fedora,66.3,57.8,78.5,1
SRV-00703,Fedora,94.7,52.8,87.9,0
SRV-00704,Arch,3.4,20.9,73.2,0
SRV-00705,Ubuntu,5.5,49.8,42.5,0
SRV-00706,Arch,3.6,45.1,58.6,1
SRV-00707,Fedora,46.0,28.5,72.2,0
SRV-00708,Ubuntu,10.6,48.2,64.5,1
SRV-00709,Fedora,23.4,30.6,92.8,1
SRV-00710,,38.0,17.7,81.3,1
SRV-00711,Ubuntu,16.7,38.8,92.3,0
SRV-00712,CachyOS,81.5,41.1,39.6,0
SRV-00713,Fedora,50.4,40.5,65.0,1
SRV-00714,,75.9,62.3,29.7,1
SRV-00715,Fedora,30.5,50.5,72.2,0
SRV-00716,Ubuntu,12.3,32.1,,0
SRV-00717,Ubuntu,22.2,29.4,48.0,0
SRV-00718,Arch,97.4,11.0,,0
SRV-00719,Arch,13.0,46.8,45.9,1
SRV-00720,CachyOS,43.9,13.5,76.1,1
SRV-00721,Fedora,93.6,48.1,69.7,1
SRV-00722,Ubuntu,45.1,26.8,86.8,0
SRV-00723,Arch,43.2,24.4,49.1,0
SRV-00724,Arch,88.3,34.2,46.6,0
SRV-00725,CachyOS,67.5,4.1,31.1,1
SRV-00726,Fedora,57.3,63.2,47.1,0
SRV-00727,Ubuntu,8.7,18.3,54.8,1
SRV-00728,CachyOS,49.4,60.1,43.0,1
SRV-00729,Ubuntu,20.4,63.3,86.2,1
SRV-00730,Arch,68.0,59.3,36.0,1
SRV-00731,Ubuntu,52.1,18.7,60.3,1
SRV-00732,Fedora,65.3,62.2,28.9,0
SRV-00733,Arch,75.0,32.8,42.7,0
SRV-00734,Fedora,8.6,37.4,,1
SRV-00735,Ubuntu,47.7,35.7,42.2,1
SRV-00736,Ubuntu,6.7,12.9,46.5,0
SRV-00737,Ubuntu,521.3,5.1,43.2,0
SRV-00738,Arch,49.5,45.5,28.2,1
SRV-00739,Fedora,18.3,29.7,72.6,0
SRV-00740,Ubuntu,59.0,16.6,82.9,0
SRV-00741,Ubuntu,11.6,23.1,72.4,1
SRV-00742,CachyOS,NaN,62.7,72.2,1
SRV-00743,Ubuntu,20.6,56.3,88.2,1
SRV-00744,Arch,87.2,20.5,62.8,1
SRV-00745,Arch,29.7,30.4,92.8,1
SRV-00746,Arch,3.5,4.4,398.1,1
SRV-00747,Fedora,93.6,28.2,47.5,1
SRV-00748,Ubuntu,87.7,28.5,81.9,1
SRV-00749,Arch,31.3,12.6,83.9,1
SRV-00750,CachyOS,46.8,2.7,33.9,1
SRV-00751,Arch,7.1,30.2,62.7,0
SRV-00752,Ubuntu,80.9,8.7,62.2,1
SRV-00753,Fedora,,31.6,35.7,0
SRV-00754,Ubuntu,47.5,8.7,93.8,1
SRV-00755,Ubuntu,43.5,42.4,77.7,0
SRV-00756,CachyOS,37.3,30.2,37.9,1
SRV-00757,CachyOS,6.1,46.6,93.8,1
SRV-00758,CachyOS,51.3,36.5,85.5,1
SRV-00759,CachyOS,38.1,59.4,63.2,1
SRV-00760,CachyOS,8.5,42.9,73.5,0
SRV-00761,Fedora,71.9,4.9,30.5,0
SRV-00762,Arch,12.3,36.1,60.9,1
SRV-00763,Fedora,10.3,3.1,28.4,1
SRV-00764,CachyOS,20.3,23.5,85.2,0
SRV-00765,Fedora,77.1,38.9,43.0,1
SRV-00766,Fedora,94.9,59.7,54.7,1
SRV-00767,Arch,64.7,56.9,41.7,0
SRV-00768,Ubuntu,79.3,51.9,32.7,1
SRV-00769,Arch,71.4,23.1,80.4,0
SRV-00770,Fedora,53.3,35.8,79.3,0
SRV-00771,Ubuntu,88.1,28.5,43.5,0
SRV-00772,Ubuntu,85.8,28.6,49.0,0
SRV-00773,CachyOS,65.1,14.0,82.5,1
SRV-00774,Arch,85.4,35.1,51.2,0
SRV-00775,Fedora,82.8,8.7,80.8,1
SRV-00776,Ubuntu,49.9,53.1,46.7,1
SRV-00777,Fedora,21.8,20.2,51.3,1
SRV-00778,Fedora,74.7,27.9,77.3,1
SRV-00779,CachyOS,42.7,61.5,94.5,1
SRV-00780,Fedora,NaN,18.3,,1
SRV-00781,Arch,,1.6,52.0,0
SRV-00782,Arch,93.5,17.4,43.2,0
SRV-00783,Ubuntu,19.7,35.9,,1
SRV-00784,Ubuntu,59.7,33.2,49.8,1
SRV-00785,Fedora,4.4,57.5,91.1,1
SRV-00786,Ubuntu,12.2,47.7,75.8,0
SRV-00787,Ubuntu,93.7,63.9,77.2,0
SRV-00788,CachyOS,32.4,21.7,93.5,0
SRV-00789,CachyOS,36.7,42.2,58.1,0
SRV-00790,Fedora,76.5,17.4,49.0,1
SRV-00791,Fedora,850.6,17.6,NaN,1
SRV-00792,Fedora,97.0,58.0,55.0,1
SRV-00793,Ubuntu,97.4,29.3,58.1,0
SRV-00794,Ubuntu,16.6,29.6,39.8,0
SRV-00795,Arch,6.6,59.5,NaN,0
SRV-00796,Arch,57.2,8.5,57.4,0
SRV-00797,Arch,15.5,2.7,,0
SRV-00798,Arch,92.4,53.4,35.3,1
SRV-00799,Ubuntu,85.0,23.3,81.2,1
SRV-00800,Ubuntu,69.9,59.7,49.3,0
SRV-00801,Ubuntu,25.6,13.3,60.5,0
SRV-00802,Fedora,2.3,12.2,45.6,1
SRV-00803,Fedora,86.3,31.9,68.1,1
SRV-00804,CachyOS,33.2,21.1,74.7,1
SRV-00805,Fedora,4.8,26.8,49.7,1
SRV-00806,Ubuntu,27.8,20.4,66.4,1
SRV-00807,Ubuntu,93.2,22.0,79.3,0
SRV-00808,CachyOS,84.5,21.9,,0
SRV-00809,CachyOS,613.2,44.3,78.2,1
SRV-00810,Ubuntu,9.1,1.9,68.5,0
SRV-00811,Arch,77.3,29.9,92.9,0
SRV-00812,Arch,48.4,2.1,54.4,0
SRV-00813,Ubuntu,40.1,41.5,82.2,1
SRV-00814,Ubuntu,15.6,36.7,79.4,0
SRV-00815,CachyOS,85.7,31.8,92.3,0
SRV-00816,CachyOS,69.1,48.1,57.3,0
SRV-00817,CachyOS,,8.4,76.2,1
SRV-00818,Fedora,15.6,46.0,44.8,0
SRV-00819,CachyOS,2.9,62.5,40.6,0
SRV-00820,Fedora,8.4,1.9,47.0,1
SRV-00821,CachyOS,91.7,38.3,42.5,1
SRV-00822,Arch,94.8,,43.5,0
SRV-00823,Ubuntu,33.0,28.7,49.9,1
SRV-00824,CachyOS,36.1,39.1,39.1,1
SRV-00825,CachyOS,68.7,42.1,86.0,1
SRV-00826,Fedora,,28.9,28.4,1
SRV-00827,Ubuntu,60.3,3.8,45.0,1
SRV-00828,CachyOS,49.1,51.9,29.9,0
SRV-00829,Ubuntu,7.4,35.3,384.2,1
SRV-00830,Fedora,88.9,60.3,84.1,0
SRV-00831,Ubuntu,18.6,26.8,84.4,0
SRV-00832,Ubuntu,56.4,47.0,67.6,0
SRV-00833,CachyOS,9.8,41.5,40.8,1
SRV-00834,Fedora,56.2,13.6,45.4,1
SRV-00835,CachyOS,81.6,37.9,66.1,1
SRV-00836,Arch,10.7,3.0,72.1,1
SRV-00837,Ubuntu,32.9,11.0,50.6,0
SRV-00838,Fedora,74.2,44.8,59.7,1
SRV-00839,Arch,5.9,59.4,56.5,0
SRV-00840,Arch,87.1,62.3,36.7,1
SRV-00841,Fedora,,10.3,48.2,0
SRV-00842,Fedora,67.7,22.7,74.0,1
SRV-00843,Ubuntu,39.2,21.6,73.2,1
SRV-00844,Ubuntu,23.3,22.4,68.9,0
SRV-00845,Ubuntu,22.3,27.8,53.9,1
SRV-00846,CachyOS,67.5,44.2,441.1,1
SRV-00847,Ubuntu,48.7,20.1,70.5,1
SRV-00848,Arch,83.0,27.7,224.0,1
SRV-00849,CachyOS,685.9,30.0,68.2,0
SRV-00850,Fedora,30.2,3.2,77.0,0
SRV-00851,Fedora,62.8,44.4,83.3,1
SRV-00852,Arch,37.8,56.6,93.7,1
SRV-00853,Fedora,93.2,53.7,35.8,0
SRV-00854,Ubuntu,37.9,48.1,46.5,1
SRV-00855,CachyOS,21.9,30.1,70.5,0
SRV-00856,Arch,71.9,38.5,59.9,1
SRV-00857,CachyOS,22.2,3.0,92.8,0
SRV-00858,Arch,31.2,10.8,69.8,1
SRV-00859,CachyOS,97.0,60.8,54.5,0
SRV-00860,CachyOS,54.8,18.6,70.2,1
SRV-00861,CachyOS,23.6,59.2,320.0,1
SRV-00862,Ubuntu,38.8,41.1,37.3,1
SRV-00863,Arch,60.5,NaN,68.3,0
SRV-00864,Fedora,45.9,45.9,36.9,1
SRV-00865,CachyOS,97.0,8.0,50.2,0
SRV-00866,,5.1,55.3,55.9,0
SRV-00867,Ubuntu,30.1,23.9,62.3,0
SRV-00868,Ubuntu,71.3,16.3,45.7,1
SRV-00869,Arch,34.9,17.2,NaN,1
SRV-00870,Arch,31.4,45.9,38.3,1
SRV-00871,Fedora,4.7,17.3,77.9,0
SRV-00872,Fedora,58.4,59.3,86.3,0
SRV-00873,Arch,21.8,8.5,,0
SRV-00874,Arch,65.8,5.2,63.8,0
SRV-00875,Fedora,25.5,55.0,76.1,1
SRV-00876,Fedora,72.4,20.1,44.3,0
SRV-00877,Ubuntu,20.9,35.2,60.6,0
SRV-00878,CachyOS,76.6,,78.6,1
SRV-00879,Arch,27.4,32.7,,1
SRV-00880,Fedora,8.3,28.9,64.1,0
SRV-00881,Arch,32.7,39.4,38.4,0
SRV-00882,Fedora,33.3,27.3,43.3,1
SRV-00883,Arch,71.8,36.5,28.4,0
SRV-00884,Arch,3.9,19.6,49.6,0
SRV-00885,CachyOS,84.2,31.2,59.5,1
SRV-00886,CachyOS,7.7,28.6,59.6,1
SRV-00887,Fedora,58.6,21.7,72.3,0
SRV-00888,Ubuntu,85.6,23.8,78.1,1
SRV-00889,Arch,799.1,26.9,60.6,1
SRV-00890,,44.0,50.8,66.5,0
SRV-00891,Ubuntu,57.1,5.6,82.8,0
SRV-00892,Ubuntu,19.4,47.6,87.6,1
SRV-00893,,23.6,43.5,58.7,1
SRV-00894,Fedora,20.1,34.6,30.6,1
SRV-00895,Fedora,21.4,59.0,29.8,1
SRV-00896,Fedora,38.5,25.0,34.2,0
SRV-00897,Fedora,13.6,21.0,94.0,0
SRV-00898,Ubuntu,2.7,23.3,84.0,0
SRV-00899,CachyOS,86.1,57.5,253.2,0
SRV-00900,Ubuntu,7.9,24.4,38.6,0
SRV-00901,Ubuntu,77.5,24.5,NaN,1
SRV-00902,Fedora,89.7,34.1,29.0,0
SRV-00903,CachyOS,96.4,39.0,48.9,1
SRV-00904,Ubuntu,47.9,14.8,91.1,1
SRV-00905,Ubuntu,26.0,45.8,67.6,0
SRV-00906,Arch,NaN,58.1,31.2,0
SRV-00907,Fedora,17.5,22.7,82.7,1
SRV-00908,Ubuntu,73.5,63.8,50.8,0
SRV-00909,Arch,75.3,2.6,34.3,1
SRV-00910,Arch,31.5,55.6,54.6,0
SRV-00911,Fedora,72.4,55.2,81.6,0
SRV-00912,Ubuntu,67.3,59.6,64.2,0
SRV-00913,CachyOS,30.5,30.5,90.9,1
SRV-00914,Ubuntu,7.7,49.2,91.7,1
SRV-00915,Fedora,82.1,57.2,77.6,1
SRV-00916,Ubuntu,63.1,38.7,57.4,0
SRV-00917,Arch,86.0,17.1,56.5,1
SRV-00918,Fedora,52.2,55.5,84.9,0
SRV-00919,Arch,82.9,21.7,307.0,1
SRV-00920,CachyOS,23.3,53.1,68.6,1
SRV-00921,Ubuntu,58.7,8.4,52.2,1
SRV-00922,Ubuntu,35.3,33.9,82.5,0
SRV-00923,Fedora,4.3,51.5,84.9,0
SRV-00924,Ubuntu,33.2,11.1,85.9,0
SRV-00925,Ubuntu,34.0,15.3,34.8,1
SRV-00926,CachyOS,21.4,28.6,250.6,1
SRV-00927,Arch,74.6,13.5,68.1,1
SRV-00928,CachyOS,14.8,56.2,69.1,0
SRV-00929,Fedora,66.1,62.9,,0
SRV-00930,CachyOS,82.4,27.0,66.9,1
SRV-00931,Arch,79.1,60.0,51.9,0
SRV-00932,Fedora,11.3,34.7,83.4,0
SRV-00933,Ubuntu,46.2,NaN,58.0,0
SRV-00934,Arch,8.3,46.8,60.9,0
SRV-00935,Arch,53.7,56.2,37.7,0
SRV-00936,Ubuntu,70.4,39.7,76.9,0
SRV-00937,Ubuntu,64.3,60.6,91.6,0
SRV-00938,Fedora,11.2,32.5,54.9,1
SRV-00939,Ubuntu,52.3,4.7,,1
SRV-00940,Arch,84.5,12.5,51.1,0
SRV-00941,Fedora,50.7,59.9,81.2,0
SRV-00942,Fedora,58.7,10.8,50.6,1
SRV-00943,Ubuntu,34.5,12.9,52.0,0
SRV-00944,Ubuntu,65.7,34.5,64.6,0
SRV-00945,CachyOS,40.8,21.3,54.1,0
SRV-00946,Ubuntu,20.1,37.0,49.0,1
SRV-00947,Ubuntu,81.1,54.5,73.6,0
SRV-00948,Arch,9.0,2.0,,0
SRV-00949,Arch,96.5,53.8,37.5,1
SRV-00950,Arch,21.7,44.5,55.7,1
SRV-00951,Ubuntu,62.1,42.8,70.7,0
SRV-00952,Fedora,92.6,26.1,47.1,0
SRV-00953,CachyOS,707.3,8.0,54.0,1
SRV-00954,CachyOS,72.9,32.7,,0
SRV-00955,Arch,90.5,25.7,47.6,1
SRV-00956,CachyOS,8.7,10.0,31.8,0
SRV-00957,Arch,37.6,25.0,82.5,0
SRV-00958,Ubuntu,3.9,25.3,53.9,1
SRV-00959,CachyOS,48.0,15.1,77.0,0
SRV-00960,Ubuntu,43.4,56.4,94.2,1
SRV-00961,CachyOS,46.2,22.3,36.9,0
SRV-00962,Arch,88.4,41.6,37.5,1
SRV-00963,Fedora,34.4,28.2,29.6,0
SRV-00964,Fedora,16.5,49.0,68.9,0
SRV-00965,Ubuntu,10.2,54.7,88.4,0
SRV-00966,Arch,58.0,19.3,65.6,1
SRV-00967,CachyOS,69.2,8.1,88.9,1
SRV-00968,Fedora,75.6,28.8,58.0,1
SRV-00969,Ubuntu,87.1,25.8,94.5,1
SRV-00970,Ubuntu,36.1,38.2,52.5,0
SRV-00971,Fedora,7.0,28.3,78.2,0
SRV-00972,Ubuntu,72.5,24.9,73.0,1
SRV-00973,Arch,14.7,18.7,58.1,0
SRV-00974,Fedora,79.4,10.7,,1
SRV-00975,Ubuntu,17.0,56.0,35.1,0
SRV-00976,Ubuntu,2.4,6.0,63.5,0
SRV-00977,Ubuntu,44.5,17.6,66.6,0
SRV-00978,Arch,74.6,19.7,70.9,0
SRV-00979,Arch,29.0,57.9,78.6,1
SRV-00980,,73.4,23.8,73.4,1
SRV-00981,CachyOS,37.6,47.9,39.4,1
SRV-00982,CachyOS,46.5,48.3,29.6,0
SRV-00983,Ubuntu,43.7,60.6,29.1,1
SRV-00984,Arch,81.7,39.2,57.2,1
SRV-00985,Ubuntu,93.5,33.7,42.5,1
SRV-00986,CachyOS,60.7,24.5,,1
SRV-00987,Fedora,92.7,40.9,59.9,0
SRV-00988,Arch,77.0,39.4,44.7,0
SRV-00989,Fedora,61.9,57.1,45.8,1
SRV-00990,Arch,83.4,21.6,60.3,1
SRV-00991,Fedora,81.1,8.6,77.3,1
SRV-00992,Ubuntu,NaN,41.6,52.7,1
SRV-00993,CachyOS,74.8,45.5,38.9,1
SRV-00994,Arch,NaN,28.4,39.9,1
SRV-00995,Ubuntu,86.8,5.0,38.2,1
SRV-00996,Arch,9.8,4.9,80.9,0
SRV-00997,Ubuntu,75.2,NaN,NaN,0
SRV-00998,Fedora,50.1,2.2,61.0,0
SRV-00999,Ubuntu,733.1,37.6,88.2,1
SRV-01000,Arch,51.0,22.1,NaN,1
SRV-01001,Ubuntu,6.0,13.6,78.1,1
SRV-01002,Ubuntu,64.2,NaN,28.8,1
SRV-01003,CachyOS,96.5,36.3,94.1,0
SRV-01004,Ubuntu,84.3,25.0,38.7,1
SRV-01005,Arch,667.0,57.6,45.6,0
SRV-01006,Ubuntu,86.5,46.7,,1
SRV-01007,Fedora,NaN,28.2,39.7,1
SRV-01008,CachyOS,21.5,12.8,82.3,1
SRV-01009,CachyOS,78.0,6.6,83.0,0
SRV-01010,Arch,41.1,49.3,73.1,1
SRV-01011,Arch,86.9,48.5,39.0,0
SRV-01012,Fedora,83.7,53.0,83.2,0
SRV-01013,Arch,91.7,45.7,35.8,1
SRV-01014,CachyOS,23.0,7.7,58.4,0
SRV-01015,Ubuntu,49.5,48.6,42.0,0
SRV-01016,Ubuntu,21.9,29.5,398.5,1
SRV-01017,Fedora,31.2,38.4,93.5,1
SRV-01018,CachyOS,74.3,56.5,73.9,0
SRV-01019,Ubuntu,10.0,29.6,44.2,1
SRV-01020,CachyOS,11.1,2.8,32.6,0
SRV-01021,Ubuntu,69.0,11.3,50.2,0
SRV-01022,Fedora,2.5,49.7,40.2,0
SRV-01023,Ubuntu,11.7,36.5,52.6,1
SRV-01024,Ubuntu,42.2,5.2,86.8,0
SRV-01025,Fedora,13.6,29.1,53.0,0
SRV-01026,Ubuntu,55.7,,32.0,0
SRV-01027,Fedora,32.7,42.8,42.3,0
SRV-01028,Fedora,84.4,63.4,39.0,0
SRV-01029,CachyOS,7.7,2.7,90.4,0
SRV-01030,CachyOS,64.0,19.1,57.0,0
SRV-01031,Ubuntu,37.5,58.8,63.9,1
SRV-01032,Fedora,47.1,33.6,44.9,0
SRV-01033,Arch,89.1,53.0,55.6,0
SRV-01034,Arch,20.2,13.9,62.8,0
SRV-01035,Arch,19.6,31.5,66.1,1
SRV-01036,CachyOS,893.5,59.8,58.5,1
SRV-01037,Ubuntu,96.2,28.5,37.4,0
SRV-01038,Arch,12.3,47.8,30.7,1
SRV-01039,Fedora,24.1,35.8,38.2,1
SRV-01040,Ubuntu,93.6,18.0,34.4,0
SRV-01041,Fedora,28.8,55.2,57.9,1
SRV-01042,CachyOS,800.3,13.9,,1
SRV-01043,Fedora,37.8,24.8,41.9,1
SRV-01044,CachyOS,687.9,16.4,58.3,1
SRV-01045,CachyOS,71.5,15.4,94.8,0
SRV-01046,CachyOS,37.0,6.8,31.4,1
SRV-01047,CachyOS,28.7,33.8,34.2,0
SRV-01048,CachyOS,92.4,13.3,32.5,0
SRV-01049,Arch,71.4,1.6,79.3,0
SRV-01050,Fedora,6.6,53.6,46.7,0
SRV-01051,Ubuntu,651.0,51.3,54.5,1
SRV-01052,CachyOS,74.2,32.5,41.9,1
SRV-01053,Arch,,28.4,37.9,1
SRV-01054,Fedora,3.6,30.4,87.1,0
SRV-01055,Ubuntu,30.4,42.2,68.1,1
SRV-01056,Arch,20.6,10.2,46.1,0
SRV-01057,Arch,78.7,4.2,36.3,0
SRV-01058,Ubuntu,97.9,46.0,70.6,1
SRV-01059,Fedora,6.0,36.9,83.3,0
