aficionado_id,ciudad_sede,costo_vuelo_usd,costo_hotel_usd,dias_estadia,presupuesto_excedido
FAN-00567,Monterrey,1250.19,518.18,7,1
FAN-00568,Miami,1462.06,447.01,10,0
FAN-00569,Monterrey,1397.71,142.63,11,0
FAN-00570,CDMX,1256.67,796.96,1,1
FAN-00571,CDMX,2309.38,727.56,NaN,0
FAN-00572,Miami,1252.93,666.75,NaN,1
FAN-00573,Miami,2473.51,163.0,6,1
FAN-00574,CDMX,1568.82,893.79,13,1
FAN-00575,Monterrey,575.32,378.87,10,0
FAN-00576,Miami,786.08,175.64,14,1
FAN-00577,Monterrey,1659.43,679.84,5,1
FAN-00578,CDMX,1894.52,802.98,13,0
FAN-00579,CDMX,421.41,370.87,5,1
FAN-00580,Monterrey,894.97,298.83,6,1
FAN-00581,Monterrey,2390.65,NaN,11,0
FAN-00582,Miami,1221.15,83250.94,3,1
FAN-00583,Miami,1062.46,646.47,8,0
FAN-00584,Miami,2140.71,865.84,4,0
FAN-00585,Miami,1344.22,560.18,9,1
FAN-00586,Miami,1537.69,256.69,1,0
FAN-00587,CDMX,957.84,433.4,10,1
FAN-00588,Miami,635.33,191.05,10,1
FAN-00589,CDMX,940.55,215.27,6,1
FAN-00590,CDMX,607.82,659.8,1,1
FAN-00591,Miami,382.13,538.62,1,0
FAN-00592,Monterrey,2258.53,583.58,2,0
FAN-00593,Monterrey,1465.36,360.91,7,1
FAN-00594,Monterrey,,NaN,3,1
FAN-00595,Miami,921.1,555.59,9,0
FAN-00596,CDMX,1341.51,253.86,11,1
FAN-00597,Monterrey,2144.02,848.2,3,0
FAN-00598,CDMX,572.14,733.84,12,0
FAN-00599,Miami,1200.24,714.73,5,0
FAN-00600,Monterrey,566.89,648.45,9,0
FAN-00601,Miami,287.37,143.64,8,0
FAN-00602,Monterrey,539.76,877.28,7,0
FAN-00603,Miami,1742.42,159.87,14,0
FAN-00604,Miami,454.95,860.29,12,1
FAN-00605,Miami,730.8,575.75,6,1
FAN-00606,Miami,1468.41,423.97,6,0
FAN-00607,Miami,587.87,898.33,4,0
FAN-00608,Miami,2372.14,752.2,3,0
FAN-00609,CDMX,2358.37,523.97,4,0
FAN-00610,Monterrey,2161.11,165.13,3,0
FAN-00611,Miami,2141.12,596.17,1,1
FAN-00612,Miami,711.74,229.18,13,1
FAN-00613,CDMX,262.61,772.37,2,1
FAN-00614,Miami,1024.53,98811.07,5,1
FAN-00615,CDMX,225.9,365.85,2,1
FAN-00616,Miami,1370.52,354.77,6,1
FAN-00617,Miami,1362.97,748.1,1,1
FAN-00618,Miami,715.82,97974.8,NaN,1
FAN-00619,Miami,696.67,319.42,8,1
FAN-00620,CDMX,2419.5,84.62,14,0
FAN-00621,Monterrey,1189.4,670.62,14,1
FAN-00622,CDMX,1823.38,682.09,3,1
FAN-00623,Monterrey,2313.85,400.11,7,0
FAN-00624,Monterrey,1494.98,401.05,1,1
FAN-00625,CDMX,2160.81,693.44,7,1
FAN-00626,Monterrey,766.61,340.9,7,0
FAN-00627,Miami,1973.24,198.66,4,0
FAN-00628,Monterrey,2320.7,738.06,13,1
FAN-00629,Monterrey,743.56,105.61,14,0
FAN-00630,CDMX,1838.66,189.97,12,1
FAN-00631,CDMX,237.43,612.78,,0
FAN-00632,Miami,1894.36,454.09,2,0
FAN-00633,Miami,1327.61,341.6,12,1
FAN-00634,CDMX,1206.06,302.34,12,1
FAN-00635,Monterrey,NaN,,3,1
FAN-00636,Monterrey,1674.38,252.46,10,0
FAN-00637,CDMX,561.89,558.31,12,1
FAN-00638,CDMX,2480.87,750.44,6,1
FAN-00639,Miami,1929.33,385.36,3,0
FAN-00640,Miami,NaN,377.03,9,1
FAN-00641,Monterrey,309.19,110.93,14,0
FAN-00642,Miami,603.89,673.44,12,1
FAN-00643,Monterrey,622.9,635.02,2,0
FAN-00644,Miami,2014.81,762.59,2,0
FAN-00645,Miami,686.1,194.47,10,0
FAN-00646,CDMX,1941.56,869.86,10,1
FAN-00647,Miami,2376.4,71668.1,9,1
FAN-00648,CDMX,418.89,440.7,14,1
FAN-00649,Miami,1041.45,818.16,3,0
FAN-00650,CDMX,1757.64,855.11,3,0
FAN-00651,Miami,1356.65,709.13,8,0
FAN-00652,Monterrey,556.26,574.76,7,0
FAN-00653,CDMX,1423.47,894.98,7,0
FAN-00654,Miami,458.96,417.7,13,1
FAN-00655,CDMX,1267.64,561.26,8,0
FAN-00656,Miami,1109.42,421.75,11,1
FAN-00657,Monterrey,832.49,177.92,13,1
FAN-00658,Monterrey,232.63,713.98,8,1
FAN-00659,Miami,1590.87,185.99,5,1
FAN-00660,Monterrey,1415.38,153.3,12,1
FAN-00661,Miami,1834.81,856.31,12,0
FAN-00662,Monterrey,1420.42,185.58,4,0
FAN-00663,CDMX,1617.88,268.21,13,0
FAN-00664,Miami,2061.81,406.26,12,0
FAN-00665,Miami,2029.11,442.04,2,1
FAN-00666,Miami,1802.04,692.3,3,1
FAN-00667,Miami,2273.29,354.61,6,0
FAN-00668,Miami,2255.35,629.36,11,0
FAN-00669,CDMX,2082.53,782.09,3,0
FAN-00670,CDMX,547.78,762.5,3,1
FAN-00671,Miami,223.51,313.5,1,1
FAN-00672,Monterrey,1374.13,357.04,11,1
FAN-00673,Monterrey,223.2,197.02,5,0
FAN-00674,Monterrey,2442.36,568.22,10,1
FAN-00675,Miami,1082.99,667.64,11,0
FAN-00676,Monterrey,2478.56,834.53,6,0
FAN-00677,CDMX,366.78,,5,1
FAN-00678,Monterrey,2113.02,480.09,9,0
FAN-00679,Monterrey,2273.72,635.2,6,0
FAN-00680,Monterrey,1317.28,756.93,6,1
FAN-00681,Monterrey,1303.65,556.15,8,1
FAN-00682,Miami,2287.3,74075.83,6,0
FAN-00683,Monterrey,,566.84,9,0
FAN-00684,Monterrey,990.78,388.6,3,0
FAN-00685,CDMX,523.8,886.17,12,1
FAN-00686,Miami,1615.05,681.58,6,1
FAN-00687,CDMX,1850.08,458.33,7,1
FAN-00688,Miami,2106.47,499.87,12,0
FAN-00689,Monterrey,896.56,384.6,11,1
FAN-00690,Monterrey,701.62,697.0,3,1
FAN-00691,Miami,910.63,445.21,5,0
FAN-00692,Monterrey,571.06,688.13,2,0
FAN-00693,CDMX,1483.36,776.56,1,0
FAN-00694,Monterrey,1040.39,726.06,14,1
FAN-00695,Miami,1286.12,319.99,5,1
FAN-00696,Monterrey,1607.12,894.16,12,1
FAN-00697,Monterrey,2488.39,788.55,8,1
FAN-00698,Miami,657.87,759.59,5,1
FAN-00699,CDMX,1719.77,761.99,13,1
FAN-00700,Monterrey,2052.86,497.59,NaN,1
FAN-00701,CDMX,NaN,107.09,8,0
FAN-00702,Miami,987.83,743.66,11,0
FAN-00703,Miami,762.22,137.85,13,1
FAN-00704,CDMX,2109.96,348.0,13,1
FAN-00705,CDMX,2442.28,772.47,13,0
FAN-00706,Miami,404.23,173.26,12,0
FAN-00707,CDMX,360.39,349.6,10,1
FAN-00708,Monterrey,438.19,804.53,4,1
FAN-00709,Monterrey,2412.12,186.82,9,1
FAN-00710,Monterrey,1591.27,364.08,6,1
FAN-00711,Monterrey,1494.67,395.58,12,1
FAN-00712,CDMX,1890.48,182.34,13,0
FAN-00713,CDMX,688.35,874.32,7,0
FAN-00714,CDMX,420.88,762.09,2,0
FAN-00715,Monterrey,2148.62,NaN,3,1
FAN-00716,CDMX,2186.41,577.11,6,1
FAN-00717,Monterrey,1662.19,150.51,5,1
FAN-00718,Miami,523.38,313.29,12,0
FAN-00719,Monterrey,1054.17,NaN,11,0
FAN-00720,Miami,1137.89,332.98,1,0
FAN-00721,Monterrey,430.78,546.17,8,1
FAN-00722,Miami,2431.94,98671.95,8,1
FAN-00723,Monterrey,2437.45,NaN,10,1
FAN-00724,Monterrey,1079.41,516.35,NaN,1
FAN-00725,CDMX,,305.05,11,1
FAN-00726,CDMX,418.58,371.15,8,1
FAN-00727,Miami,,231.13,10,1
FAN-00728,Miami,2070.98,253.63,12,0
FAN-00729,Monterrey,2486.92,696.47,8,1
FAN-00730,CDMX,2212.96,230.75,3,0
FAN-00731,Monterrey,,773.6,14,1
FAN-00732,CDMX,441.38,349.33,11,0
FAN-00733,Monterrey,922.36,221.98,8,1
FAN-00734,Monterrey,266.66,349.4,7,1
FAN-00735,Monterrey,1241.09,261.81,2,0
FAN-00736,Monterrey,2044.21,454.69,13,1
FAN-00737,Miami,592.54,568.44,7,1
FAN-00738,Miami,1682.52,887.16,7,1
FAN-00739,Miami,1039.87,250.39,3,1
FAN-00740,CDMX,1532.01,,4,0
FAN-00741,CDMX,1244.6,245.25,9,0
FAN-00742,CDMX,2358.97,280.51,10,0
FAN-00743,Miami,2424.79,326.19,14,1
FAN-00744,Monterrey,2141.01,393.57,14,0
FAN-00745,Monterrey,773.06,256.2,1,0
FAN-00746,Monterrey,545.67,696.05,13,1
FAN-00747,Monterrey,798.65,,1,0
FAN-00748,Monterrey,1192.69,603.54,3,1
FAN-00749,Monterrey,1568.58,574.05,1,1
FAN-00750,CDMX,1106.21,368.31,10,1
FAN-00751,Monterrey,2180.12,530.22,,1
FAN-00752,Monterrey,784.07,190.79,10,0
FAN-00753,Monterrey,1448.01,,14,0
FAN-00754,Miami,1930.61,63579.49,12,1
FAN-00755,CDMX,2239.17,896.21,11,0
FAN-00756,Monterrey,1640.05,485.81,6,0
FAN-00757,Miami,1452.92,112.99,7,1
FAN-00758,Miami,2216.08,447.17,8,0
FAN-00759,Miami,449.09,508.65,12,0
FAN-00760,Monterrey,1494.46,330.4,6,0
FAN-00761,Miami,1513.17,876.28,12,0
FAN-00762,Miami,515.75,756.13,2,1
FAN-00763,CDMX,2133.16,438.17,13,0
FAN-00764,CDMX,691.84,481.37,10,1
FAN-00765,Monterrey,1804.42,194.27,11,0
FAN-00766,Monterrey,489.98,521.4,12,1
FAN-00767,CDMX,2202.01,NaN,3,0
FAN-00768,CDMX,648.82,515.86,12,1
FAN-00769,CDMX,1179.24,607.92,8,0
FAN-00770,Miami,574.61,,12,0
FAN-00771,CDMX,716.25,826.48,3,1
FAN-00772,Monterrey,1565.99,135.13,13,1
FAN-00773,CDMX,353.54,542.81,1,0
FAN-00774,Monterrey,1240.78,681.41,11,1
FAN-00775,CDMX,743.81,720.8,7,0
FAN-00776,Miami,670.98,512.43,10,1
FAN-00777,CDMX,694.05,899.33,6,0
FAN-00778,CDMX,2157.62,452.45,9,1
FAN-00779,Monterrey,1869.33,303.87,,1
FAN-00780,Miami,1355.19,145.71,10,1
FAN-00781,Miami,1053.15,658.82,12,1
FAN-00782,Monterrey,901.28,184.09,4,0
FAN-00783,Monterrey,2009.32,352.09,10,0
FAN-00784,Miami,569.28,346.83,9,1
FAN-00785,CDMX,2178.06,91352.79,1,1
FAN-00786,Miami,611.83,239.69,9,0
FAN-00787,Monterrey,192.91,869.43,5,0
FAN-00788,CDMX,569.7,507.51,5,0
FAN-00789,CDMX,1670.38,432.77,13,1
FAN-00790,CDMX,389.57,834.07,9,0
FAN-00791,Monterrey,547.19,488.99,3,0
FAN-00792,CDMX,1937.71,626.88,12,1
FAN-00793,CDMX,2295.98,821.19,13,1
FAN-00794,Monterrey,NaN,458.58,11,1
FAN-00795,CDMX,1357.13,506.26,4,0
FAN-00796,Miami,700.45,758.61,13,1
FAN-00797,Miami,798.37,827.54,12,1
FAN-00798,Miami,2297.35,434.53,9,0
FAN-00799,Miami,1114.38,68183.64,8,1
FAN-00800,Miami,1837.71,554.31,2,0
FAN-00801,CDMX,2017.52,101.72,9,0
FAN-00802,CDMX,359.17,736.4,2,0
FAN-00803,Monterrey,953.96,363.47,10,0
FAN-00804,CDMX,159.59,466.94,7,0
FAN-00805,CDMX,1198.37,89554.32,9,0
FAN-00806,Miami,2026.93,410.78,6,0
FAN-00807,Miami,2122.73,53251.88,7,1
FAN-00808,Miami,2490.27,150.85,1,0
FAN-00809,Monterrey,638.33,125.89,2,0
FAN-00810,Miami,723.1,879.68,9,1
FAN-00811,Miami,2079.17,150.46,13,1
FAN-00812,Miami,812.7,849.4,13,1
FAN-00813,Monterrey,843.45,,6,0
FAN-00814,Monterrey,2434.99,259.98,8,1
FAN-00815,CDMX,1029.24,,9,1
FAN-00816,Monterrey,2241.07,348.34,11,1
FAN-00817,Miami,2448.24,358.98,12,0
FAN-00818,Monterrey,1884.38,830.94,12,0
FAN-00819,Monterrey,2207.76,541.01,10,0
FAN-00820,Miami,1782.73,744.56,5,0
FAN-00821,Monterrey,863.1,151.17,11,1
FAN-00822,CDMX,1227.86,373.81,1,1
FAN-00823,Monterrey,1744.48,648.15,14,0
FAN-00824,CDMX,2302.11,494.73,11,0
FAN-00825,Monterrey,,501.61,14,1
FAN-00826,CDMX,1774.24,222.51,12,1
FAN-00827,Miami,2349.31,670.27,2,0
FAN-00828,Monterrey,1663.56,,1,1
FAN-00829,Monterrey,1900.98,233.27,3,0
FAN-00830,Monterrey,260.11,513.78,4,0
FAN-00831,Monterrey,1545.89,436.33,14,1
FAN-00832,Monterrey,1113.58,624.18,3,1
FAN-00833,CDMX,2201.97,286.39,,0
FAN-00834,Monterrey,1933.83,362.12,6,1
FAN-00835,Monterrey,1990.76,870.0,11,0
FAN-00836,Monterrey,646.71,240.02,14,0
FAN-00837,Monterrey,1472.37,836.26,4,0
FAN-00838,Miami,1732.95,593.22,7,1
FAN-00839,CDMX,NaN,423.24,5,1
FAN-00840,Miami,2445.84,895.58,6,1
FAN-00841,Miami,1548.72,337.64,12,1
FAN-00842,CDMX,1210.49,771.96,1,1
FAN-00843,CDMX,379.07,713.91,1,1
FAN-00844,Monterrey,2171.08,510.06,8,0
FAN-00845,Miami,2265.67,681.94,5,0
FAN-00846,CDMX,NaN,865.31,4,1
FAN-00847,Miami,1640.73,300.65,11,0
FAN-00848,CDMX,341.47,871.96,10,1
FAN-00849,Monterrey,NaN,596.72,14,1
FAN-00850,CDMX,2054.46,677.36,3,1
FAN-00851,Monterrey,621.26,167.46,9,1
FAN-00852,Monterrey,1919.88,687.61,6,1
FAN-00853,Monterrey,801.36,287.11,14,0
FAN-00854,Miami,,476.08,8,1
FAN-00855,Miami,779.85,565.45,8,0
FAN-00856,CDMX,819.37,283.55,3,0
FAN-00857,Monterrey,1065.19,712.99,NaN,0
FAN-00858,Monterrey,1544.66,786.36,2,0
FAN-00859,CDMX,568.11,606.98,13,0
FAN-00860,Miami,1006.53,881.18,1,1
FAN-00861,Miami,1318.25,748.77,12,0
FAN-00862,CDMX,1702.34,736.53,4,0
FAN-00863,Miami,2329.98,883.86,12,1
FAN-00864,CDMX,186.36,300.06,3,0
FAN-00865,CDMX,1081.65,767.08,1,1
FAN-00866,Monterrey,1936.02,150.47,5,0
FAN-00867,Miami,1491.35,272.76,11,0
FAN-00868,Monterrey,172.6,428.04,8,1
FAN-00869,Monterrey,1700.2,464.52,3,1
FAN-00870,CDMX,1195.82,135.96,2,1
FAN-00871,Monterrey,506.91,210.85,1,0
FAN-00872,Miami,790.07,451.79,11,0
FAN-00873,CDMX,868.96,408.53,8,1
FAN-00874,Monterrey,,536.69,6,0
FAN-00875,Miami,604.54,317.93,7,0
FAN-00876,Monterrey,246.13,609.75,9,1
FAN-00877,CDMX,1080.93,851.54,2,0
FAN-00878,Monterrey,1281.98,796.23,2,1
FAN-00879,CDMX,2491.82,785.17,4,1
FAN-00880,Miami,680.46,264.19,14,0
FAN-00881,Miami,944.37,606.96,1,0
FAN-00882,Miami,1777.38,325.61,9,0
FAN-00883,CDMX,1156.82,882.19,5,1
FAN-00884,Miami,NaN,731.36,10,1
FAN-00885,Monterrey,256.95,232.5,3,1
FAN-00886,CDMX,1669.46,425.2,2,1
FAN-00887,Monterrey,622.97,413.58,10,0
FAN-00888,Monterrey,702.49,450.07,1,0
FAN-00889,Miami,2016.52,97.06,5,1
FAN-00890,Miami,1766.04,383.3,9,1
FAN-00891,Monterrey,1521.24,466.98,6,1
FAN-00892,CDMX,1985.65,475.58,2,0
FAN-00893,CDMX,304.8,199.2,8,0
FAN-00894,Monterrey,2351.74,347.52,1,0
FAN-00895,CDMX,2378.78,482.37,1,1
FAN-00896,Monterrey,1723.22,538.8,7,0
FAN-00897,Miami,1522.54,791.59,2,1
FAN-00898,Miami,633.66,391.72,1,0
FAN-00899,Monterrey,154.66,740.13,6,0
FAN-00900,Miami,524.01,643.89,6,0
FAN-00901,Miami,801.91,225.43,2,1
FAN-00902,Monterrey,,630.11,8,1
FAN-00903,Monterrey,1976.29,339.01,10,0
FAN-00904,Monterrey,1245.05,265.1,5,1
FAN-00905,CDMX,271.47,86.81,13,0
FAN-00906,Miami,2024.58,51372.11,8,0
FAN-00907,CDMX,804.31,281.86,13,0
FAN-00908,Miami,239.95,773.22,14,1
FAN-00909,Miami,NaN,848.28,2,1
FAN-00910,Monterrey,1923.38,313.71,9,0
FAN-00911,CDMX,1300.14,372.99,7,0
FAN-00912,Monterrey,901.09,362.24,5,1
FAN-00913,CDMX,154.87,841.46,8,1
FAN-00914,Miami,1936.79,260.94,10,1
FAN-00915,Monterrey,753.43,235.58,7,1
FAN-00916,Monterrey,2261.48,651.54,3,1
FAN-00917,Miami,640.83,598.87,8,0
FAN-00918,CDMX,1243.87,542.67,1,0
FAN-00919,Miami,2224.13,865.69,11,0
FAN-00920,Monterrey,1691.5,783.79,2,0
FAN-00921,Miami,2352.45,77552.91,9,1
FAN-00922,CDMX,2061.77,746.99,13,0
FAN-00923,Miami,1662.68,363.39,12,0
FAN-00924,CDMX,846.08,95.24,14,0
FAN-00925,CDMX,1861.3,222.72,1,1
FAN-00926,Miami,1507.55,86.63,3,1
FAN-00927,Monterrey,2370.54,231.3,10,1
FAN-00928,Monterrey,1759.46,372.71,5,1
FAN-00929,Miami,2248.62,145.9,14,1
FAN-00930,CDMX,803.3,819.08,13,1
FAN-00931,Miami,2213.95,207.98,9,1
FAN-00932,Monterrey,2284.44,322.84,8,1
FAN-00933,Monterrey,1166.59,84.02,7,0
FAN-00934,CDMX,325.44,461.35,13,1
FAN-00935,Monterrey,1793.08,343.13,10,1
FAN-00936,Miami,171.47,267.43,12,1
FAN-00937,CDMX,410.64,752.62,12,0
FAN-00938,Miami,2106.14,612.54,1,0
FAN-00939,CDMX,1305.63,697.24,4,1
FAN-00940,Miami,648.79,238.4,5,1
FAN-00941,CDMX,812.75,227.2,1,1
FAN-00942,CDMX,1092.19,736.07,9,0
FAN-00943,CDMX,2184.94,598.27,10,0
FAN-00944,CDMX,1798.96,359.08,4,1
FAN-00945,Miami,1127.86,578.46,14,1
FAN-00946,Monterrey,2367.68,869.99,12,1
FAN-00947,Monterrey,2404.96,374.67,11,1
FAN-00948,Monterrey,1364.83,137.41,NaN,0
FAN-00949,Monterrey,1979.21,371.52,6,1
FAN-00950,Miami,1812.6,600.54,3,1
FAN-00951,Monterrey,NaN,711.58,NaN,1
FAN-00952,CDMX,1780.02,468.34,NaN,0
FAN-00953,CDMX,918.0,267.17,10,1
FAN-00954,CDMX,2336.76,468.07,5,1
FAN-00955,Monterrey,2052.06,768.96,9,1
FAN-00956,Miami,414.07,837.43,8,0
FAN-00957,Monterrey,914.36,534.84,12,1
FAN-00958,Miami,1315.71,320.18,4,0
FAN-00959,CDMX,2276.6,649.44,5,1
FAN-00960,CDMX,406.48,405.18,7,0
FAN-00961,CDMX,1349.78,443.23,13,1
FAN-00962,Miami,930.98,402.31,,1
FAN-00963,Miami,,129.42,3,1
FAN-00964,Miami,1738.94,246.6,8,1
FAN-00965,Monterrey,1765.64,843.66,6,1
FAN-00966,Miami,828.46,,3,0
FAN-00967,CDMX,,792.9,14,0
FAN-00968,CDMX,1692.2,724.49,8,0
FAN-00969,Monterrey,791.69,787.57,NaN,1
FAN-00970,CDMX,527.74,486.64,12,0
FAN-00971,CDMX,NaN,NaN,4,1
FAN-00972,Monterrey,1853.08,809.51,10,1
FAN-00973,CDMX,355.52,135.28,4,0
FAN-00974,Miami,1348.23,236.9,9,1
FAN-00975,Monterrey,1828.71,731.98,1,0
FAN-00976,Monterrey,998.03,802.54,9,1
FAN-00977,CDMX,1020.36,212.69,6,1
FAN-00978,CDMX,2488.95,715.84,3,1
FAN-00979,Miami,172.69,850.18,5,0
FAN-00980,CDMX,,590.26,5,0
FAN-00981,CDMX,1978.71,453.6,14,1
FAN-00982,Miami,2362.58,143.29,8,1
FAN-00983,Miami,2059.24,359.71,9,0
FAN-00984,Miami,254.35,485.55,4,1
FAN-00985,Miami,2285.84,889.34,6,1
FAN-00986,Monterrey,1104.92,433.53,13,0
FAN-00987,Miami,825.12,715.33,14,0
FAN-00988,CDMX,1685.69,247.36,10,0
FAN-00989,CDMX,2484.39,540.47,8,0
FAN-00990,Miami,,890.9,10,0
FAN-00991,Miami,825.85,551.99,11,1
FAN-00992,Monterrey,,411.1,13,0
FAN-00993,Miami,1544.05,137.24,1,0
FAN-00994,Monterrey,1700.4,410.28,,0
FAN-00995,Monterrey,1192.9,505.5,6,1
FAN-00996,CDMX,499.9,395.51,7,1
FAN-00997,Monterrey,1701.26,NaN,10,1
FAN-00998,Monterrey,462.09,596.14,7,0
FAN-00999,Miami,2285.97,172.13,11,1
FAN-01000,Monterrey,1532.2,312.64,3,0
FAN-01001,Miami,1267.86,785.56,10,0
FAN-01002,Monterrey,1062.34,430.25,2,0
FAN-01003,CDMX,2447.1,647.2,11,1
FAN-01004,Monterrey,729.25,555.56,9,0
FAN-01005,CDMX,2202.89,698.83,1,1
FAN-01006,Monterrey,856.75,638.48,1,0
FAN-01007,CDMX,2423.62,634.44,10,1
FAN-01008,Monterrey,1129.72,650.04,2,0
FAN-01009,Monterrey,1273.52,268.66,3,1
FAN-01010,Miami,416.77,784.88,5,0
FAN-01011,Miami,2025.82,90.1,14,0
FAN-01012,Monterrey,467.21,231.77,11,0
FAN-01013,Monterrey,2196.19,183.04,12,0
FAN-01014,Monterrey,2444.07,605.95,2,0
FAN-01015,CDMX,311.39,741.44,3,0
FAN-01016,CDMX,1483.59,371.75,12,1
FAN-01017,Miami,586.81,643.27,1,0
FAN-01018,Miami,1759.82,308.15,10,1
FAN-01019,CDMX,1743.89,833.84,7,1
FAN-01020,Monterrey,245.28,503.09,7,0
FAN-01021,CDMX,2039.09,457.25,7,0
FAN-01022,Monterrey,,99624.62,12,0
FAN-01023,Monterrey,578.23,231.3,5,0
FAN-01024,Monterrey,430.27,763.67,3,1
FAN-01025,Miami,797.77,490.61,1,0
FAN-01026,Monterrey,2045.57,451.11,8,1
FAN-01027,Monterrey,,154.14,11,0
FAN-01028,Miami,2001.96,482.44,8,0
FAN-01029,Monterrey,1221.45,212.96,2,0
FAN-01030,CDMX,2292.52,296.39,6,0
FAN-01031,Miami,536.73,166.56,13,0
FAN-01032,Monterrey,1333.61,283.37,7,1
FAN-01033,Miami,1560.7,428.1,6,0
FAN-01034,Monterrey,2408.32,118.93,2,1
FAN-01035,Monterrey,576.45,542.52,14,0
FAN-01036,Miami,646.19,652.7,14,0
FAN-01037,Miami,,175.32,10,0
FAN-01038,CDMX,1672.53,111.12,8,0
FAN-01039,Miami,2227.74,687.87,9,1
FAN-01040,Miami,545.55,867.39,12,1
FAN-01041,Miami,NaN,498.39,3,0
FAN-01042,CDMX,713.8,406.99,12,1
FAN-01043,Monterrey,286.0,444.38,7,1
FAN-01044,Monterrey,2246.05,88790.72,9,0
FAN-01045,Miami,631.71,233.38,1,1
FAN-01046,Monterrey,829.97,115.35,4,1
FAN-01047,Miami,172.21,668.89,4,1
FAN-01048,Miami,2156.86,501.07,4,0
FAN-01049,CDMX,1460.62,817.54,4,0
FAN-01050,CDMX,NaN,740.35,8,1
FAN-01051,CDMX,152.49,806.9,8,0
FAN-01052,Miami,1796.49,347.15,13,1
FAN-01053,Monterrey,1347.56,778.85,3,0
FAN-01054,CDMX,1990.34,587.63,2,1
FAN-01055,Miami,720.05,607.66,10,0
FAN-01056,CDMX,1237.36,472.13,11,0
FAN-01057,Monterrey,468.03,670.9,13,0
FAN-01058,Monterrey,793.62,109.05,1,0
FAN-01059,Monterrey,911.23,408.74,8,1
FAN-01060,CDMX,885.4,370.05,7,1
FAN-01061,Miami,1312.84,533.36,10,0
FAN-01062,CDMX,NaN,281.18,10,0
FAN-01063,CDMX,428.59,432.09,14,1
FAN-01064,Monterrey,931.42,107.39,3,1
FAN-01065,Monterrey,2410.33,394.35,5,1
FAN-01066,Monterrey,1250.81,572.04,2,1
FAN-01067,CDMX,1260.9,808.53,3,0
FAN-01068,Monterrey,626.65,294.54,14,1
FAN-01069,Miami,NaN,508.85,5,1
FAN-01070,Miami,2288.51,625.07,4,0
FAN-01071,Monterrey,1282.11,528.54,14,0
FAN-01072,CDMX,2064.55,166.42,3,1
FAN-01073,CDMX,440.11,750.8,10,1
FAN-01074,Miami,311.39,633.62,13,0
FAN-01075,CDMX,1011.68,448.86,11,1
FAN-01076,CDMX,,608.98,2,1
FAN-01077,Miami,913.78,410.75,12,0
FAN-01078,Miami,848.82,429.44,10,1
FAN-01079,Monterrey,2104.22,625.84,10,0
FAN-01080,CDMX,1099.04,573.71,1,1
FAN-01081,CDMX,,418.73,14,1
FAN-01082,Miami,997.84,543.64,13,0
FAN-01083,Miami,1568.11,373.41,1,0
FAN-01084,Miami,1562.53,,,0
FAN-01085,CDMX,991.28,791.68,3,1
FAN-01086,Monterrey,235.47,525.51,14,1
FAN-01087,CDMX,2302.2,138.25,14,0
FAN-01088,Monterrey,987.73,465.45,10,0
FAN-01089,Miami,1435.12,545.56,9,1
FAN-01090,Miami,906.8,463.83,11,1
FAN-01091,Miami,2280.44,554.31,4,0
FAN-01092,Monterrey,1337.05,434.19,9,1
FAN-01093,Miami,810.89,396.79,1,0
FAN-01094,Miami,1526.3,429.27,14,1
FAN-01095,Miami,2456.23,879.19,9,0
FAN-01096,Monterrey,879.5,106.49,7,1
FAN-01097,CDMX,2467.57,288.43,11,1
FAN-01098,Monterrey,677.15,267.87,12,1
FAN-01099,Miami,1995.94,472.13,10,1
FAN-01100,Miami,1852.39,140.8,NaN,0
FAN-01101,Monterrey,820.66,209.51,12,0
FAN-01102,Monterrey,356.86,336.5,2,1
FAN-01103,Monterrey,2197.57,727.58,3,0
FAN-01104,Monterrey,770.55,710.37,7,1
FAN-01105,Monterrey,1105.67,150.65,14,0
FAN-01106,Monterrey,,149.86,12,0
FAN-01107,Miami,2439.42,647.28,3,1
FAN-01108,Miami,523.22,769.18,12,1
FAN-01109,Miami,1313.33,513.82,3,0
FAN-01110,Miami,363.7,551.42,8,1
FAN-01111,CDMX,1082.65,297.89,4,1
FAN-01112,CDMX,567.47,131.0,5,1
FAN-01113,Monterrey,1109.85,160.89,2,1
FAN-01114,Miami,1129.08,837.52,7,0
FAN-01115,Miami,818.44,85174.36,NaN,1
FAN-01116,Monterrey,2432.09,701.34,8,1
FAN-01117,CDMX,1155.28,106.39,,1
FAN-01118,Monterrey,1155.22,NaN,2,0
FAN-01119,Miami,1940.86,832.32,4,0
FAN-01120,Miami,413.76,387.23,5,0
FAN-01121,Miami,1874.12,582.91,10,1
FAN-01122,Monterrey,1554.22,480.99,4,1
FAN-01123,CDMX,1366.07,578.32,1,0
FAN-01124,CDMX,1186.46,134.74,1,1
FAN-01125,CDMX,712.8,713.79,9,1
FAN-01126,Monterrey,1632.68,373.09,11,0
FAN-01127,CDMX,712.64,610.1,10,1
FAN-01128,Miami,896.2,671.13,2,1
FAN-01129,CDMX,180.91,362.54,,0
FAN-01130,Monterrey,NaN,610.27,7,0
FAN-01131,Monterrey,NaN,466.85,1,1
FAN-01132,CDMX,1906.71,261.18,13,1
FAN-01133,Monterrey,2279.05,115.7,2,1
FAN-01134,CDMX,673.16,520.9,1,1
FAN-01135,CDMX,1461.67,222.82,9,0
